Depth,Well,GR,RT,RHOB,NPHI,Facies
3925.5,14,105.0249,1.73,2.3961,0.2906,SH
3926,14,104.9218,1.3476,2.4439,0.2844,SH
3926.5,14,96.7871,1.7203,2.432,0.2782,SH
3927,14,110.626,1.4692,2.424,0.3062,SH
3927.5,14,114.2455,1.903,2.4289,0.2912,SH
3928,14,115.2969,1.9081,2.4329,0.286,SH
3928.5,14,109.4312,1.7944,2.445,0.2687,SH
3929,14,99.1932,1.897,2.472,0.2418,SH
3929.5,14,97.015,1.858,2.5379,0.2366,SH
3930,14,105.1642,1.7229,2.4402,0.266,SH
3930.5,14,97.8955,1.8586,2.5098,0.285,SH
3931,14,107.1536,1.7309,2.5289,0.2454,SH
3931.5,14,99.6121,1.9475,2.476,0.2794,SH
3932,14,101.2966,2.0736,2.479,0.2737,SH
3932.5,14,99.8819,1.763,2.524,0.2698,SH
3933,14,105.1646,1.686,2.4801,0.297,SH
3933.5,14,103.0309,1.9008,2.466,0.2723,SH
3934,14,104.2071,3.6472,2.48,0.2755,SH
3934.5,14,103.9292,4.0526,2.5099,0.2564,SH
3935,14,101.7257,1.5816,2.5393,0.2511,SH
3935.5,14,79.3054,4.0538,2.5109,0.3349,SH
3936,14,99.5338,2.3399,2.532,0.2697,SH
3936.5,14,100.1166,1.6859,2.4611,0.2516,SH
3937,14,102.0782,1.5546,2.5109,0.2484,SH
3937.5,14,102.8712,1.6905,2.472,0.2754,SH
3938,14,99.5322,1.615,2.482,0.2566,SH
3938.5,14,103.0139,1.747,2.4549,0.276,SH
3939,14,103.8263,1.5409,2.445,0.2678,SH
3939.5,14,126.6097,1.5389,2.484,0.2694,SH
3940,14,128.4154,1.579,2.449,0.2967,SH
3940.5,14,98.4191,1.4575,2.468,0.2581,SH
3941,14,97.5093,1.4025,2.449,0.2524,SH
3941.5,14,96.5492,1.553,2.441,0.2564,SH
3942,14,90.5812,1.5227,2.479,0.2471,SH
3942.5,14,96.6765,1.3909,2.47,0.2668,SH
3943,14,97.3124,1.3369,2.484,0.26,SH
3943.5,14,96.9399,1.352,2.5069,0.2593,SH
3944,14,95.2664,1.3107,2.514,0.2556,SH
3944.5,14,91.3661,1.4141,2.515,0.2662,SH
3945,14,92.1494,1.4519,2.5109,0.2438,SH
3945.5,14,93.9951,1.385,2.503,0.2486,SH
3946,14,69.4249,1.447,2.6389,0.2059,SH
3946.5,14,86.5671,4.4327,2.5284,0.276,SH
3947,14,96.3899,1.5329,2.507,0.2447,SH
3947.5,14,97.1589,1.5842,2.502,0.2669,SH
3948,14,99.3517,1.4958,2.472,0.2601,SH
3948.5,14,76.8756,1.5531,2.4952,0.2234,SH
3949,14,95.4092,2.6156,2.4941,0.2624,SH
3949.5,14,96.4698,1.53,2.487,0.2554,SH
3950,14,94.5529,1.5554,2.472,0.2899,SH
3950.5,14,93.2076,1.187,2.464,0.2739,SH
3951,14,98.2,1.4161,2.461,0.2682,SH
3951.5,14,95.8043,1.4774,2.463,0.2653,SH
3952,14,92.1925,1.4499,2.5,0.2556,SH
3952.5,14,91.7398,1.6119,2.463,0.2526,SH
3953,14,95.9807,1.6221,2.4959,0.2494,SH
3953.5,14,88.682,1.3133,2.509,0.2584,SH
3954,14,101.2348,1.8669,2.49,0.2636,SH
3954.5,14,91.0579,1.512,2.5439,0.2752,SH
3955,14,94.2092,1.6022,2.5469,0.2447,SH
3955.5,14,107.475,1.9799,2.497,0.2443,SH
3956,14,113.5647,1.5063,2.477,0.3062,SH
3956.5,14,89.2952,1.4616,2.472,0.2559,SH
3957,14,99.2297,1.2782,2.446,0.2613,SH
3957.5,14,97.2168,1.454,2.4521,0.2859,SH
3958,14,96.8273,1.4131,2.447,0.2886,SH
3958.5,14,95.5256,1.458,2.4431,0.2665,SH
3959,14,100.6152,1.2768,2.467,0.2495,SH
3959.5,14,96.3129,1.3829,2.5019,0.2624,SH
3960,14,77.3576,1.3263,2.6222,0.2145,SH
3960.5,14,90.7436,2.1568,2.4941,0.2733,SH
3961,14,93.853,1.7382,2.47,0.2371,SH
3961.5,14,92.983,1.7601,2.494,0.228,SH
3962,14,88.336,1.5512,2.5,0.2664,SH
3962.5,14,77.8789,1.5786,2.5559,0.2307,SH
3963,14,90.3538,1.788,2.6953,0.2193,SH
3963.5,14,92.6148,2.1153,2.479,0.2339,SH
3964,14,88.4476,1.7617,2.476,0.2436,SH
3964.5,14,94.3217,1.7646,2.525,0.2145,SH
3965,14,95.8259,1.4559,2.513,0.24,SH
3965.5,14,100.2311,1.3824,2.4941,0.2572,SH
3966,14,100.2235,1.4428,2.459,0.264,SH
3966.5,14,90.1522,1.5747,2.439,0.2317,SH
3967,14,90.972,1.5582,2.503,0.2374,SH
3967.5,14,94.8464,0.6426,2.484,0.2957,SH
3968,14,92.2725,1.4857,2.4539,0.2325,SH
3968.5,14,56.0221,1.1304,2.502,0.2658,SS
3969,14,61.9898,3.6631,2.5398,0.1604,SH
3969.5,14,94.428,1.8811,2.5655,0.227,SH
3970,14,96.1125,1.4569,2.442,0.2377,SH
3970.5,14,95.4977,1.4499,2.465,0.2531,SH
3971,14,100.7272,1.49,2.5236,0.2726,SH
3971.5,14,96.9407,1.4014,2.459,0.2802,SH
3972,14,95.4094,1.1041,2.4429,0.2679,SH
3972.5,14,100.2631,1.5496,2.48,0.2972,SH
3973,14,94.9773,1.327,2.4591,0.285,SH
3973.5,14,76.5748,1.4276,2.6541,0.2911,SH
3974,14,95.8001,2.7389,2.5999,0.2125,SH
3974.5,14,98.5325,1.0115,2.481,0.2835,SH
3975,14,99.355,1.2989,2.454,0.2778,SH
3975.5,14,97.3224,0.6311,2.4161,0.2909,SH
3976,14,92.1691,1.6334,2.5029,0.2965,SH
3976.5,14,99.2958,1.2522,2.479,0.2839,SH
3977,14,99.1288,1.5612,2.5229,0.2791,SH
3977.5,14,99.1831,1.369,2.4491,0.2824,SH
3978,14,97.4639,1.2535,2.4919,0.269,SH
3978.5,14,93.9988,1.3788,2.471,0.2782,SH
3979,14,95.3895,1.3291,2.467,0.2788,SH
3979.5,14,96.2822,1.339,2.475,0.2772,SH
3980,14,94.3668,1.3447,2.4521,0.2849,SH
3980.5,14,94.1736,1.1951,2.479,0.268,SH
3981,14,91.8437,1.211,2.4999,0.27,SH
3981.5,14,52.6321,5.4184,2.9319,0.2474,CB
3982,14,90.6202,5.1445,2.4753,0.2732,SH
3982.5,14,99.3789,1.8156,2.479,0.2527,SH
3983,14,101.2325,1.4506,2.502,0.2651,SH
3983.5,14,89.6927,1.4385,2.4929,0.2622,SH
3984,14,102.3135,1.5578,2.4939,0.2654,SH
3984.5,14,97.0981,1.5691,2.477,0.2663,SH
3985,14,86.2095,1.5733,2.6841,0.2704,SH
3985.5,14,87.7068,1.8762,2.5168,0.2234,SH
3986,14,71.9873,2.8806,2.893,0.2109,SH
3986.5,14,74.2332,1.8471,2.4911,0.2074,SH
3987,14,96.8868,1.2199,2.3832,0.3142,SH
3987.5,14,95.4443,1.4969,2.485,0.3873,SH
3988,14,98.6103,1.2041,2.481,0.3571,SH
3988.5,14,94.4592,1.0703,2.4471,0.3288,SH
3989,14,100.144,1.287,2.499,0.3179,SH
3989.5,14,100.455,1.3449,2.492,0.3093,SH
3990,14,100.3228,1.4688,2.4871,0.2952,SH
3990.5,14,86.3851,2.8519,2.5631,0.2455,SH
3991,14,91.2889,1.4377,2.478,0.2855,SH
3991.5,14,90.7209,2.1862,2.5658,0.2976,SH
3992,14,70.8549,1.5897,2.7399,0.2625,SH
3992.5,14,85.3772,1.3679,2.436,0.2673,SH
3993,14,81.2101,1.1922,2.419,0.2579,SH
3993.5,14,71.6168,1.1222,2.412,0.2464,SH
3994,14,67.0912,0.9662,2.426,0.23,SH
3994.5,14,54.5446,0.9249,2.406,0.1907,SS
3995,14,51.3104,0.8374,2.3902,0.2277,UN
3995.5,14,49.7762,0.7981,2.39,0.1935,SS
3996,14,41.6503,1.0752,2.43,0.1877,SS
3996.5,14,36.4986,16.2184,3.0949,0.1461,CB
3997,14,40.4338,0.5734,2.7465,0.1143,CB
3997.5,14,41.9735,0.8008,2.5298,0.2073,CB
3998,14,45.5994,0.6102,2.367,0.1952,SS
3998.5,14,38.5644,1.1027,2.3671,0.1956,SS
3999,14,35.6838,0.8103,2.1642,0.2154,SS
3999.5,14,41.4935,0.767,2.4,0.1962,CB
4000,14,36.2931,0.7823,2.353,0.1812,SS
4000.5,14,34.7213,0.6,2.377,0.1964,SS
4001,14,34.0035,0.7723,2.362,0.1876,SS
4001.5,14,38.2266,1.2271,2.3591,0.1837,SS
4002,14,30.4453,0.6667,2.625,0.1895,CB
4002.5,14,29.2341,0.417,2.3571,0.1753,CB
4003,14,23.8017,0.617,2.3718,0.2084,SS
4003.5,14,26.5819,0.459,2.4231,0.1875,SS
4004,14,27.4338,0.901,2.3559,0.2122,SS
4004.5,14,28.7617,0.5971,2.4511,0.2084,SS
4005,14,33.1196,0.7728,2.3261,0.203,SS
4005.5,14,29.4466,0.5061,2.3068,0.2191,SS
4006,14,33.6752,0.816,2.347,0.2103,SS
4006.5,14,35.9529,0.983,2.4345,0.188,CB
4007,14,39.8253,0.8782,2.381,0.2139,CB
4007.5,14,46.3521,0.913,2.382,0.2134,SS
4008,14,50.6996,1.5298,2.5707,0.2087,SS
4008.5,14,51.0931,0.8093,2.397,0.2305,SS
4009,14,44.4206,1.0618,2.409,0.2068,SS
4009.5,14,49.4397,2.8255,2.6458,0.183,CB
4010,14,58.1977,0.8669,2.5469,0.243,CB
4010.5,14,61.3778,0.6547,2.3361,0.2131,SS
4011,14,45.2197,0.528,2.3161,0.2188,SS
4011.5,14,40.2261,0.4643,2.2192,0.2199,SS
4012,14,36.8023,0.6571,2.5988,0.2438,SS
4012.5,14,35.7583,0.8005,2.7491,0.2365,CB
4013,14,34.0586,0.76,2.393,0.2464,SS
4013.5,14,34.5082,0.9209,2.5835,0.2096,CB
4014,14,27.8115,0.9129,2.7385,0.1777,CB
4014.5,14,30.0033,3.8359,2.3632,0.215,CB
4015,14,30.0027,0.5029,2.2012,0.2106,SS
4015.5,14,30.2957,0.4909,2.4156,0.1817,SS
4016,14,30.9505,0.8612,2.312,0.2167,SS
4016.5,14,33.4781,0.5169,2.3221,0.215,SS
4017,14,35.3156,0.524,2.4547,0.2146,SS
4017.5,14,31.2946,0.7738,2.5079,0.2202,SS
4018,14,37.0224,1.3904,2.4333,0.2151,CB
4018.5,14,37.1912,1.5143,2.3159,0.236,CB
4019,14,38.6847,0.5428,2.3101,0.2353,SS
4019.5,14,39.7597,0.7606,2.3149,0.2285,SS
4020,14,39.9422,0.5812,2.294,0.2333,SS
4020.5,14,39.6959,0.47,2.3,0.2359,SS
4021,14,35.6645,0.499,2.4745,0.2184,SS
4021.5,14,37.1314,1.3312,2.3798,0.2277,SS
4022,14,34.4616,0.497,2.4909,0.2534,SS
4022.5,14,25.7695,0.5139,2.6206,0.2675,SS
4023,14,29.5082,1.7079,2.6749,0.2323,CB
4023.5,14,38.9578,0.6152,2.641,0.2219,CB
4024,14,31.4657,1.0864,2.4301,0.2509,CB
4024.5,14,28.3588,0.5231,2.4599,0.2211,SS
4025,14,63.6772,0.5703,2.5269,0.2067,UN
4025.5,14,71.118,0.9514,2.7295,0.2911,SH
4026,14,60.4438,1.6763,2.9057,0.3273,CB
4026.5,14,40.7884,1.9537,2.9161,0.2961,CB
4027,14,39.4646,1.4836,2.8006,0.3691,CB
4027.5,14,32.9945,1.3944,2.6544,0.3444,CB
4028,14,34.7758,0.8152,2.4508,0.3054,SS
4028.5,14,45.3754,1.0472,2.7661,0.2095,CB
4029,14,40.3606,1.2214,2.529,0.2767,CB
4029.5,14,36.7953,0.6972,2.55,0.2934,CB
4030,14,37.3534,0.6392,2.5484,0.2436,SS
4030.5,14,38.7692,0.5281,2.427,0.1778,CB
4031,14,34.6864,2.7592,2.7011,0.155,CB
4031.5,14,50.1539,1.1551,2.382,0.1967,SS
4032,14,47.7158,0.4922,2.35,0.2426,SS
4032.5,14,49.6943,0.472,2.3249,0.2449,SS
4033,14,41.7688,0.4642,2.41,0.2347,SS
4033.5,14,80.9937,0.4639,2.4858,0.315,SH
4034,14,91.2871,1.9434,2.485,0.3113,SH
4034.5,14,77.4415,1.5181,2.622,0.3703,SH
4035,14,58.8931,1.2194,2.8098,0.365,CB
4035.5,14,30.8371,0.6211,2.6621,0.2204,CB
4036,14,24.0457,1.6121,2.428,0.1098,CB
4036.5,14,18.1681,0.4704,2.2973,0.1747,CB
4037,14,10.8541,0.3713,2.2401,0.1847,SS
4037.5,14,11.9718,0.3269,2.2898,0.1713,SS
4038,14,12.2045,0.254,2.287,0.1697,CB
4038.5,14,10.7308,0.2919,2.307,0.1658,CB
4039,14,13.4218,0.333,2.269,0.165,CB
4039.5,14,11.1886,0.332,2.282,0.1655,CB
4040,14,11.4491,0.294,2.3209,0.1621,CB
4040.5,14,12.3791,0.3412,2.311,0.159,CB
4041,14,11.8945,0.2749,2.3429,0.1664,CB
4041.5,14,13.3829,0.313,2.3051,0.1521,CB
4042,14,14.0877,0.286,2.295,0.1767,CB
4042.5,14,13.3439,0.2371,2.292,0.1726,CB
4043,14,13.06,0.3589,2.275,0.1621,CB
4043.5,14,13.7257,0.294,2.307,0.1742,CB
4044,14,12.5128,0.2451,2.2852,0.1633,CB
4044.5,14,13.508,0.3959,2.2972,0.1709,SS
4045,14,14.1596,0.295,2.305,0.1604,SS
4045.5,14,12.6261,0.2799,2.286,0.1793,SS
4046,14,11.3848,0.2095,2.3241,0.1768,CB
4046.5,14,13.9825,0.234,2.4419,0.1842,CB
4047,14,19.5874,0.283,2.3022,0.1706,SS
4047.5,14,21.8953,0.382,2.3169,0.1839,SS
4048,14,26.763,0.35,2.303,0.1895,SS
4048.5,14,24.1192,0.38,2.298,0.1791,SS
4049,14,27.1294,0.373,2.299,0.1892,SS
4049.5,14,24.5608,0.337,2.279,0.2026,SS
4050,14,25.0298,0.357,2.2731,0.1921,SS
4050.5,14,34.2734,0.356,2.275,0.1997,SS
4051,14,43.6397,0.431,2.3438,0.1982,SS
4051.5,14,33.6507,0.428,2.3529,0.2062,SS
4052,14,28.876,0.438,2.3401,0.1907,SS
4052.5,14,29.7892,0.42,2.2971,0.1921,SS
4053,14,30.2623,0.351,2.271,0.1978,SS
4053.5,14,27.4705,0.3179,2.266,0.2012,SS
4054,14,22.0083,0.294,2.26,0.2128,SS
4054.5,14,19.0443,0.263,2.204,0.2081,SS
4055,14,20.5961,0.265,2.23,0.2072,SS
4055.5,14,22.2336,0.304,2.205,0.2038,SS
4056,14,21.3306,0.276,2.2251,0.2033,SS
4056.5,14,22.7662,0.281,2.228,0.2093,SS
4057,14,20.8204,0.262,2.247,0.2077,SS
4057.5,14,20.8596,0.288,2.235,0.2019,SS
4058,14,25.574,0.3169,2.2689,0.2024,SS
4058.5,14,24.1479,0.283,2.251,0.2029,SS
4059,14,24.1915,0.302,2.2351,0.2013,SS
4059.5,14,23.8538,0.2869,2.2649,0.2017,SS
4060,14,21.4826,0.266,2.247,0.193,SS
4060.5,14,22.5066,0.303,2.2321,0.1964,SS
4061,14,22.0588,0.304,2.251,0.2028,SS
4061.5,14,20.5035,0.252,2.234,0.195,SS
4062,14,23.795,0.258,2.1702,0.2032,SS
4062.5,14,32.8169,0.241,2.4271,0.1821,SS
4063,14,41.6641,0.3359,2.3202,0.1521,SS
4063.5,14,29.2052,0.4876,2.266,0.2115,SS
4064,14,25.6071,0.356,2.251,0.2027,SS
4064.5,14,29.0447,0.321,2.2111,0.2042,SS
4065,14,34.0544,0.307,2.4589,0.227,SS
4065.5,14,40.56,0.4697,2.3239,0.2176,SS
4066,14,51.1624,0.4578,2.4423,0.2098,UN
4066.5,14,25.8744,0.491,2.2741,0.2275,SS
4067,14,24.8088,0.3331,2.273,0.1963,SS
4067.5,14,23.2346,0.2991,2.25,0.1976,SS
4068,14,23.1683,0.284,2.3088,0.1997,SS
4068.5,14,25.2908,0.2831,2.2478,0.2086,SS
4069,14,26.4792,0.281,2.24,0.2145,SS
4069.5,14,26.1268,0.289,2.3188,0.2179,SS
4070,14,33.4253,0.268,2.35,0.1748,SS
4070.5,14,37.7326,0.6791,2.6679,0.1448,CB
4071,14,41.1187,2.1507,2.3694,0.1621,CB
4071.5,14,43.3503,0.8834,2.494,0.2246,SS
4072,14,48.0152,0.4433,2.5669,0.1815,CB
4072.5,14,20.0628,1.1143,2.3049,0.1645,CB
4073,14,17.8402,0.6529,2.2652,0.188,SS
4073.5,14,14.3265,0.2172,2.253,0.1981,SS
4074,14,15.6723,0.2071,2.259,0.2054,SS
4074.5,14,13.5107,0.2139,2.2811,0.1615,SS
4075,14,14.3089,1.0744,2.4433,0.0812,CB
4075.5,14,13.1322,85.3609,2.7299,0.0504,CB
4076,14,13.3489,77.5751,2.7021,0.0378,CB
4076.5,14,23.7548,33.1872,2.7041,0.0784,CB
4077,14,35.5245,5.1504,2.5499,0.1121,CB
4077.5,14,50.8399,1.0584,2.469,0.1861,CB
4078,14,18.6797,0.8562,2.3072,0.207,SS
4078.5,14,15.1565,0.3069,2.2959,0.1781,CB
4079,14,17.5059,0.3269,2.3889,0.142,CB
4079.5,14,12.3922,1.1638,2.6748,0.0858,CB
4080,14,13.6455,1.9879,2.2501,0.2035,CB
4080.5,14,12.9767,0.2783,2.246,0.2061,SS
4081,14,16.2976,0.224,2.2839,0.1666,SS
4081.5,14,15.8072,0.2649,2.28,0.1847,SS
4082,14,15.6593,0.239,2.261,0.1884,SS
4082.5,14,14.6953,0.28,2.2841,0.1773,SS
4083,14,14.5084,0.292,2.3229,0.1872,SS
4083.5,14,16.2951,0.272,2.3139,0.1877,SS
4084,14,15.552,0.296,2.2551,0.1915,SS
4084.5,14,17.0182,0.2212,2.226,0.1962,SS
4085,14,32.0984,0.2601,2.2671,0.2237,SS
4085.5,14,32.4285,0.3378,2.296,0.2014,SS
4086,14,17.1047,0.455,2.292,0.1633,SS
4086.5,14,17.8842,0.2901,2.29,0.1584,SS
4087,14,21.5955,0.3341,2.291,0.1757,SS
4087.5,14,24.5922,0.321,2.273,0.1816,SS
4088,14,22.1788,0.3589,2.2902,0.1883,SS
4088.5,14,13.9364,0.342,2.314,0.1338,CB
4089,14,13.4978,0.394,2.334,0.1469,CB
4089.5,14,16.6729,0.401,2.313,0.1502,CB
4090,14,15.1976,0.369,2.311,0.1479,CB
4090.5,14,15.6777,0.377,2.3,0.1558,CB
4091,14,19.0232,0.378,2.331,0.1616,CB
4091.5,14,29.7126,0.387,2.324,0.1947,SS
4092,14,23.3119,0.339,2.366,0.1832,SS
4092.5,14,20.4383,0.3999,2.272,0.1547,SS
4093,14,17.7288,0.382,2.302,0.1666,SS
4093.5,14,16.3645,0.3839,2.2831,0.162,SS
4094,14,18.4297,0.485,2.3381,0.144,CB
4094.5,14,34.9131,0.484,2.4044,0.1668,CB
4095,14,43.336,0.478,2.2961,0.2167,SS
4095.5,14,51.6628,0.474,2.275,0.2192,SS
4096,14,42.2497,0.2901,2.2439,0.2437,SS
4096.5,14,33.2303,0.306,2.1767,0.2504,SS
4097,14,33.4024,0.315,2.237,0.2027,SS
4097.5,14,34.4463,0.3389,2.249,0.2293,SS
4098,14,36.5901,0.322,2.2829,0.2272,SS
4098.5,14,40.5849,0.318,2.321,0.2259,SS
4099,14,42.68,0.42,2.318,0.2189,SS
4099.5,14,42.2716,0.3469,2.5015,0.2046,CB
4100,14,39.5614,0.855,2.535,0.1509,CB
4100.5,14,38.789,2.0639,2.4031,0.1264,CB
4101,14,43.135,0.3951,2.2252,0.208,SS
4101.5,14,43.1722,0.3449,2.2451,0.2284,SS
4102,14,39.8211,0.327,2.5128,0.2263,SS
4102.5,14,46.5861,0.3559,2.311,0.2132,SS
4103,14,26.8379,0.4509,2.2661,0.1874,SS
4103.5,14,25.5735,0.388,2.2361,0.1782,SS
4104,14,62.4236,0.6036,2.492,0.1667,SS
4104.5,14,51.8179,0.4621,2.313,0.1729,SS
4105,14,15.0716,0.31,2.3587,0.1736,SS
4105.5,14,16.9382,0.262,2.2769,0.1783,SS
4106,14,16.105,0.268,2.296,0.1661,SS
4106.5,14,15.959,0.2609,2.2969,0.1609,CB
4107,14,13.4719,0.286,2.284,0.1702,SS
4107.5,14,16.8695,0.32,2.3428,0.1814,SS
4108,14,15.0971,0.4438,2.3119,0.1744,SS
4108.5,14,20.5719,0.3362,2.2841,0.1505,SS
4109,14,13.4773,0.292,2.3259,0.1783,SS
4109.5,14,13.7647,0.2969,2.311,0.181,CB
4110,14,12.7992,0.297,2.313,0.1769,CB
4110.5,14,13.6145,0.279,2.311,0.1678,CB
4111,14,12.0177,0.261,2.272,0.176,SS
4111.5,14,13.6086,0.242,2.281,0.1856,SS
4112,14,13.4935,0.3378,2.2691,0.1751,SS
4112.5,14,17.9812,0.383,2.3,0.1786,SS
4113,14,15.644,0.329,2.307,0.1681,SS
4113.5,14,19.9196,0.349,2.291,0.1791,SS
4114,14,17.6422,0.26,2.2921,0.1941,SS
4114.5,14,18.3961,0.266,2.222,0.1853,SS
4115,14,16.3387,0.27,2.239,0.1846,SS
4115.5,14,16.8317,0.257,2.252,0.2051,SS
4116,14,19.305,0.319,2.281,0.1661,SS
4116.5,14,23.0986,0.264,2.235,0.1801,SS
4117,14,24.1246,0.296,2.252,0.2017,SS
4117.5,14,14.3577,0.3229,2.289,0.1649,SS
4118,14,13.9469,0.359,2.257,0.1908,SS
4118.5,14,13.501,0.2561,2.251,0.196,SS
4119,14,15.0901,0.274,2.264,0.18,SS
4119.5,14,13.1175,0.281,2.253,0.1754,SS
4120,14,14.4899,0.299,2.251,0.1662,SS
4120.5,14,15.5047,0.272,2.278,0.1689,SS
4121,14,14.934,0.302,2.259,0.1755,SS
4121.5,14,16.403,0.283,2.254,0.1854,SS
4122,14,16.9678,0.297,2.237,0.1849,SS
4122.5,14,14.0416,0.25,2.23,0.1782,SS
4123,14,14.3868,0.2061,2.238,0.1633,SS
4123.5,14,15.955,0.249,2.257,0.1826,SS
4124,14,15.9344,0.245,2.227,0.1853,SS
4124.5,14,14.4867,0.244,2.234,0.1997,SS
4125,14,14.8476,0.246,2.234,0.1798,SS
4125.5,14,15.7942,0.2911,2.238,0.1971,SS
4126,14,14.1433,0.257,2.257,0.1878,SS
4126.5,14,17.1593,0.271,2.242,0.1896,SS
4127,14,15.2695,0.239,2.255,0.2034,SS
4127.5,14,16.4649,0.2221,2.2301,0.1977,SS
4128,14,14.6393,0.246,2.287,0.2071,SS
4128.5,14,12.7939,0.23,2.289,0.1876,SS
4129,14,12.8392,0.2807,2.2441,0.1733,SS
4129.5,14,11.4798,0.254,2.252,0.1939,SS
4130,14,12.6519,0.1593,2.266,0.1931,SS
4130.5,14,12.5661,0.184,2.27,0.1869,SS
4131,14,13.9691,0.37,2.255,0.1603,SS
4131.5,14,13.1466,0.2509,2.4189,0.1226,CB
4132,14,14.9958,0.2959,2.2601,0.164,CB
4132.5,14,13.5614,0.342,2.224,0.1593,CB
4133,14,11.0194,0.3462,2.239,0.196,SS
4133.5,14,12.8905,0.2762,2.26,0.1911,SS
4134,14,12.5016,0.3519,2.2749,0.1882,SS
4134.5,14,13.5292,0.2042,2.266,0.1853,SS
4135,14,13.1622,0.239,2.28,0.1882,SS
4135.5,14,13.3002,0.275,2.29,0.1982,CB
4136,14,14.1575,0.207,2.2631,0.1854,CB
4136.5,14,13.5925,0.24,2.4411,0.1765,CB
4137,14,15.8076,0.276,2.5587,0.1294,CB
4137.5,14,13.4845,0.299,2.3181,0.1163,CB
4138,14,13.1909,0.8598,2.319,0.1095,CB
4138.5,14,11.7623,2.0706,2.35,0.0742,CB
4139,14,10.3362,4.1272,2.3241,0.0763,CB
4139.5,14,14.8445,1.6912,2.411,0.1231,SS
4140,14,19.0678,0.4778,2.3571,0.1654,SS
4140.5,14,54.1253,0.4159,2.2751,0.1729,SS
4141,14,51.2162,0.9122,2.3049,0.1691,SS
4141.5,14,48.8212,0.7064,2.323,0.2117,SS
4142,14,46.5355,0.3514,2.2521,0.2192,SS
4142.5,14,48.3924,0.4561,2.279,0.2063,SS
4143,14,44.6482,0.356,2.272,0.2085,SS
4143.5,14,40.2025,0.4079,2.2341,0.2232,SS
4144,14,36.9186,0.3421,2.2169,0.2198,SS
4144.5,14,39.8975,0.308,2.2339,0.2324,SS
4145,14,46.614,0.307,2.2121,0.2301,SS
4145.5,14,38.0385,0.3,2.2489,0.2232,SS
4146,14,33.3857,0.321,2.256,0.2079,SS
4146.5,14,34.7463,0.34,2.25,0.1837,SS
4147,14,36.4123,0.3701,2.3049,0.1959,SS
4147.5,14,40.1189,0.5009,2.31,0.1885,SS
4148,14,44.5564,0.371,2.302,0.2056,SS
4148.5,14,41.2481,0.3939,2.2929,0.2119,SS
4149,14,41.0105,0.394,2.0329,0.2239,SS
4149.5,14,16.2667,0.361,2.084,0.2176,SS
4150,14,18.5577,2.4591,2.136,0.2112,SS
4150.5,14,20.8933,52.9165,2.1507,0.2048,SS
4151,14,21.9371,0.4306,2.2311,0.1954,SS
4151.5,14,25.2946,0.2661,2.2679,0.1847,SS
4152,14,20.3857,0.259,2.2739,0.1853,SS
4152.5,14,21.3774,0.273,2.288,0.1866,SS
4153,14,23.7855,0.327,2.281,0.1577,SS
4153.5,14,25.8051,0.327,2.263,0.1669,SS
4154,14,31.8113,0.353,2.332,0.1688,SS
4154.5,14,36.2698,0.3501,2.3389,0.1405,SS
4155,14,38.4705,0.4429,2.3291,0.1606,SS
4155.5,14,37.645,0.4889,2.2949,0.1671,SS
4156,14,26.2369,0.541,2.323,0.159,SS
4156.5,14,20.3637,0.4848,2.3901,0.1528,SS
4157,14,18.2489,6.9199,2.1319,0.1482,SS
4157.5,14,11.6971,6.4703,2.1939,0.1436,SS
4158,14,13.5351,18.2898,2.2759,0.1374,SS
4158.5,14,16.8072,0.4361,2.3499,0.1777,CB
4159,14,20.1743,0.359,2.31,0.1784,SS
4159.5,14,19.6074,0.344,2.282,0.1498,SS
4160,14,18.4892,0.3959,2.293,0.1313,SS
4160.5,14,20.0511,0.456,2.3529,0.1419,CB
4161,14,21.1458,0.4899,2.319,0.1916,SS
4161.5,14,22.7535,0.3601,2.3079,0.1838,SS
4162,14,24.7408,0.3251,2.308,0.1834,SS
4162.5,14,27.7884,0.306,2.261,0.1845,SS
4163,14,28.1327,0.5276,2.3769,0.1839,SS
4163.5,14,34.9789,0.578,2.3949,0.1606,SS
4164,14,57.5348,0.593,2.2749,0.2601,SS
4164.5,14,45.3569,0.406,2.2844,0.2093,SS
4165,14,52.0601,0.5764,2.28,0.2197,SS
4165.5,14,56.036,0.3811,2.2899,0.2343,SS
4166,14,60.1355,0.434,2.2201,0.2319,SS
4166.5,14,62.65,0.3599,2.2211,0.2411,SS
4167,14,50.8909,0.3,2.257,0.2238,SS
4167.5,14,52.3462,0.31,2.246,0.2262,SS
4168,14,46.9705,0.298,2.214,0.2186,SS
4168.5,14,43.6447,0.294,2.2211,0.2262,SS
4169,14,44.1386,0.315,2.19,0.2391,SS
4169.5,14,38.0155,0.273,2.206,0.2455,SS
4170,14,37.2716,0.284,2.2638,0.2304,SS
4170.5,14,36.6409,0.255,2.373,0.2326,SS
4171,14,36.1302,0.4377,2.3022,0.1587,SS
4171.5,14,37.0976,5.071,2.231,0.223,SS
4172,14,33.9012,0.3253,2.189,0.2283,SS
4172.5,14,33.3857,0.2921,2.199,0.2361,SS
4173,14,43.5797,0.306,2.209,0.2314,SS
4173.5,14,42.1685,0.2979,2.231,0.2389,SS
4174,14,37.8529,0.277,2.252,0.2181,SS
4174.5,14,38.8911,0.3629,2.276,0.2165,SS
4175,14,44.8629,0.372,2.263,0.2125,SS
