Depth,Well,GR,RT,RHOB,NPHI,Facies,Well
3786,15,61.3,2.214,2.4308,0.2255,SH,well_2
3786.5,15,79.265,1.883,2.5098,0.2709,SH,well_2
3787,15,80.53,1.774,2.5299,0.2672,SH,well_2
3787.5,15,82.542,1.853,2.521,0.2826,SH,well_2
3788,15,89.563,1.895,2.5539,0.2526,SH,well_2
3788.5,15,84.872,1.861,2.4831,0.2892,SH,well_2
3789,15,84.931,1.714,2.461,0.2864,SH,well_2
3789.5,15,88.776,1.768,2.4991,0.2764,SH,well_2
3790.5,15,64.088,2.281,2.7596,0.249,SH,well_2
3791,15,59.629,1.69,2.5792,0.209,SH,well_2
3791.5,15,82.828,1.681,2.5377,0.3045,SH,well_2
3792,15,66.767,1.812,2.5183,0.2889,SH,well_2
3792.5,15,90.6173,1.6549,2.5059,0.2658,SH,well_2
3793,15,82.011,1.705,2.475,0.3101,SH,well_2
3793.5,15,78.552,1.736,2.499,0.2819,SH,well_2
3794,15,79.742,1.74,2.6295,0.267,SH,well_2
3794.5,15,71.809,1.611,2.5495,0.304,SH,well_2
3795,15,74.366,1.658,2.5231,0.2875,SH,well_2
3795.5,15,76.024,1.627,2.4909,0.2821,SH,well_2
3796,15,59.71,1.56,2.4948,0.2312,SH,well_2
3796.5,15,42.76,1.487,2.4079,0.2009,UN,well_2
3797,15,35.926,1.46,2.5148,0.2489,SS,well_2
3797.5,15,34.175,1.58,2.4002,0.2083,SS,well_2
3798,15,33.078,1.467,2.4131,0.2041,SS,well_2
3798.5,15,34.306,1.515,2.6373,0.2159,SS,well_2
3799,15,28.872,1.835,2.7028,0.1824,CB,well_2
3799.5,15,28.069,2.032,2.4882,0.184,CB,well_2
3800,15,25.304,2.037,2.4631,0.1582,CB,well_2
3800.5,15,27.389,1.94,2.474,0.1602,CB,well_2
3801,15,25.114,1.867,2.6047,0.1955,CB,well_2
3801.5,15,32.705,1.628,2.4423,0.2561,SS,well_2
3802,15,38.499,1.439,2.405,0.1942,SS,well_2
3802.5,15,40.109,1.51,2.4348,0.1963,UN,well_2
3803,15,46.663,1.658,2.4758,0.1968,SH,well_2
3803.5,15,51.987,1.726,2.4651,0.2252,SH,well_2
3804,15,66.129,1.801,2.496,0.2789,SH,well_2
3804.5,15,58.662,1.769,2.5251,0.3099,SH,well_2
3805,15,62.218,1.633,2.481,0.293,SH,well_2
3805.5,15,54.75,1.511,2.5994,0.2392,SH,well_2
3806,15,62.774,1.598,2.523,0.2384,SH,well_2
3806.5,15,42.823,1.722,2.6816,0.2474,SH,well_2
3807,15,38.592,1.731,2.5863,0.2201,SS,well_2
3807.5,15,29.207,1.915,2.6891,0.1423,CB,well_2
3808,15,40.964,1.707,2.4732,0.1953,UN,well_2
3808.5,15,43.016,1.213,2.5178,0.216,SH,well_2
3809,15,34.741,1.514,2.8166,0.2417,CB,well_2
3809.5,15,27.729,1.386,2.4095,0.245,SS,well_2
3810,15,32.705,1.245,2.4051,0.2362,SS,well_2
3810.5,15,40.249,1.186,2.4089,0.2078,UN,well_2
3811,15,36.821,1.122,2.6241,0.2024,SS,well_2
3811.5,15,41.148,1.099,2.427,0.2097,UN,well_2
3812,15,37.75,0.927,2.4677,0.2059,UN,well_2
3812.5,15,36.328,1.039,2.4182,0.2062,UN,well_2
3813,15,34.175,1.132,2.4051,0.2039,SS,well_2
3813.5,15,32.606,1.087,2.5916,0.2865,SS,well_2
3814,15,33.047,1.21,2.5077,0.2741,SS,well_2
3814.5,15,53.998,1.621,2.7622,0.3675,SH,well_2
3815,15,59.005,1.648,2.8282,0.4124,SH,well_2
3815.5,15,40.968,1.591,2.8506,0.3554,SH,well_2
3816,15,41.476,1.711,2.7113,0.4234,SH,well_2
3816.5,15,42.686,1.469,2.4892,0.3661,SH,well_2
3817,15,35.405,1.618,2.6034,0.3213,SS,well_2
3817.5,15,34.316,1.505,2.5759,0.2821,SS,well_2
3818,15,40.051,1.38,2.5297,0.3081,CB,well_2
3818.5,15,46.92,1.342,2.5609,0.2674,SH,well_2
3819,15,54.404,1.487,2.5164,0.3331,SH,well_2
3819.5,15,58.972,1.977,2.504,0.3524,SH,well_2
3820,15,64.071,2.127,2.6515,0.3243,SH,well_2
3820.5,15,48.885,1.931,2.6808,0.2741,SH,well_2
3821,15,30.4525,2.1244,2.627,0.1899,SS,well_2
3821.5,15,26.696,5.477,2.342,0.2324,SS,well_2
3822,15,23.378,11.228,2.495,0.1564,CB,well_2
3822.5,15,25.277,9.487,2.4493,0.1888,CB,well_2
3823,15,26.494,9.564,2.3889,0.1991,SS,well_2
3823.5,15,27.186,11.626,2.377,0.166,SS,well_2
3824,15,25.593,11.274,2.4569,0.1791,SS,well_2
3824.5,15,27.998,10.292,2.414,0.1628,CB,well_2
3825,15,26.656,11.618,2.3761,0.173,CB,well_2
3825.5,15,24.797,14.595,2.37,0.1805,SS,well_2
3826,15,23.442,13.317,2.316,0.1933,SS,well_2
3826.5,15,26.326,13.512,2.2921,0.2002,SS,well_2
3827,15,21.977,14.499,2.34,0.1731,SS,well_2
3827.5,15,21.657,22.975,2.2302,0.2001,SS,well_2
3828,15,22.276,17.899,2.229,0.1837,SS,well_2
3828.5,15,18.433,32.528,2.191,0.1839,SS,well_2
3829,15,20.743,7.01,2.2721,0.2514,SS,well_2
3829.5,15,19.133,21.39,2.3358,0.1665,SS,well_2
3830,15,14.463,44.258,2.5125,0.16,CB,well_2
3830.5,15,16.902,31.062,2.4071,0.1763,CB,well_2
3831,15,20.977,18.632,2.2302,0.226,CB,well_2
3831.5,15,21.562,37.181,2.2121,0.1846,CB,well_2
3832,15,28.705,22.069,2.221,0.2121,SS,well_2
3832.5,15,28.935,18.812,2.1749,0.2507,SS,well_2
3833,15,22.653,22.764,2.161,0.2252,SS,well_2
3833.5,15,24.978,21.292,2.1641,0.2442,SS,well_2
3834,15,23.964,22.367,2.178,0.2261,SS,well_2
3834.5,15,26.26,50.299,2.167,0.2347,SS,well_2
3835,15,30.757,26.566,2.176,0.2372,SS,well_2
3835.5,15,32.566,9.821,2.2568,0.2304,SS,well_2
3836,15,50.277,5.586,2.6088,0.1935,SH,well_2
3836.5,15,22.011,9.915,2.3513,0.17,CB,well_2
3837,15,26.416,11.887,2.2952,0.1962,CB,well_2
3837.5,15,28.984,10.053,2.3668,0.2006,SS,well_2
3838,15,22.256,11.895,2.3421,0.1822,SS,well_2
3838.5,15,24.518,11.558,2.409,0.1601,SS,well_2
3839,15,22.444,18.655,2.48,0.1479,CB,well_2
3839.5,15,22.696,14.4,2.3412,0.1517,CB,well_2
3840,15,23.927,17.51,2.3149,0.1707,CB,well_2
3840.5,15,16.742,23.789,2.3649,0.1529,CB,well_2
3841,15,19.29,23.794,2.3401,0.1399,CB,well_2
3841.5,15,17.139,24.691,2.2199,0.1306,SS,well_2
3842,15,25.536,13.608,2.3099,0.2064,SS,well_2
3842.5,15,28.973,10.539,2.235,0.2128,SS,well_2
3843,15,27.979,7.46,2.3351,0.1999,SS,well_2
3843.5,15,27.078,6.476,2.3514,0.2086,SS,well_2
3844,15,30.718,8.639,2.2341,0.2562,SS,well_2
3844.5,15,31.813,11.454,2.1731,0.2461,SS,well_2
3845,15,30.47,13.535,2.191,0.2532,SS,well_2
3845.5,15,34.61,14.181,2.2279,0.2449,SS,well_2
3846,15,33.001,12.456,2.1781,0.2396,SS,well_2
3846.5,15,32.736,13.83,2.185,0.2039,SS,well_2
3847,15,35.144,13.774,2.199,0.2279,SS,well_2
3847.5,15,36.595,16.343,2.5248,0.1838,CB,well_2
3848,15,30.969,18.765,2.6499,0.1146,CB,well_2
3848.5,15,33.238,17.971,2.3106,0.1897,CB,well_2
3849,15,37.107,16.681,2.208,0.2051,CB,well_2
3849.5,15,31.541,15.887,2.2089,0.2262,SS,well_2
3850,15,33.987,14.494,2.6448,0.1814,SS,well_2
3850.5,15,38.214,14.698,2.2602,0.199,SS,well_2
3851,15,34.86,12.763,2.207,0.2429,SS,well_2
3851.5,15,41.515,11.682,2.238,0.2207,SS,well_2
3852,15,40.295,18.717,2.3038,0.2177,SS,well_2
3852.5,15,35.373,21.776,2.2561,0.1973,SS,well_2
3853,15,37.539,9.417,2.2769,0.2118,SS,well_2
3853.5,15,39.493,5.325,2.4037,0.233,SS,well_2
3854,15,32.958,15.96,2.6975,0.1521,CB,well_2
3854.5,15,35.938,14.168,2.713,0.0746,CB,well_2
3855,15,61.638,10.516,2.3588,0.1099,CB,well_2
3855.5,15,46.674,17.67,2.6338,0.0927,CB,well_2
3856,15,32.446,19.355,2.5828,0.0906,CB,well_2
3856.5,15,39.871,13.715,2.3262,0.1791,CB,well_2
3857,15,38.481,16.482,2.27,0.2261,SS,well_2
3857.5,15,31.562,14.217,2.2919,0.2259,SS,well_2
3858,15,30.211,27.637,2.307,0.1938,SS,well_2
3858.5,15,30.615,15.572,2.328,0.1968,SS,well_2
3859,15,27.368,38.479,2.354,0.1675,SS,well_2
3859.5,15,35.543,22.822,2.311,0.1984,SS,well_2
3860,15,20.363,77.515,2.2031,0.1697,SS,well_2
3860.5,15,13.869,107.512,2.223,0.1616,SS,well_2
3861,15,15.331,65.189,2.234,0.1548,SS,well_2
3861.5,15,14.005,65.793,2.218,0.1803,SS,well_2
3862,15,15.52,78.394,2.1829,0.1792,SS,well_2
3862.5,15,18.047,75.873,2.1601,0.1784,SS,well_2
3863,15,16.71,69.97,2.1759,0.1839,SS,well_2
3863.5,15,16.073,79.097,2.173,0.1747,SS,well_2
3864,15,13.51,92.207,2.179,0.1604,SS,well_2
3864.5,15,17.436,102.935,2.173,0.16,SS,well_2
3865,15,12.807,105.878,2.176,0.1817,SS,well_2
3865.5,15,14.99,122.5497,2.1731,0.1621,SS,well_2
3866,15,14.588,112.295,2.1561,0.1749,SS,well_2
3866.5,15,18.204,95.827,2.163,0.172,SS,well_2
3867,15,22.963,89.021,2.1741,0.193,SS,well_2
3867.5,15,19.447,112.051,2.2139,0.1601,SS,well_2
3868,15,16.428,62.27,2.2131,0.1818,SS,well_2
3868.5,15,17.058,111.692,2.205,0.1602,SS,well_2
3869,15,13.769,151.638,2.1889,0.1749,SS,well_2
3869.5,15,13.936,102.153,2.181,0.1717,SS,well_2
3870,15,12.213,89.396,2.167,0.1796,SS,well_2
3870.5,15,12.761,115.43,2.1699,0.1407,SS,well_2
3871,15,15.184,85.49,2.1519,0.1468,SS,well_2
3871.5,15,13.51,67.787,2.1311,0.1863,SS,well_2
3872,15,13.072,70.331,2.153,0.1724,SS,well_2
3872.5,15,12.119,90.053,2.176,0.1666,SS,well_2
3873,15,14.122,76.388,2.212,0.1472,SS,well_2
3873.5,15,17.458,76.574,2.2011,0.1552,SS,well_2
3874,15,18.195,71.293,2.241,0.1554,SS,well_2
3874.5,15,22.196,45.15,2.2371,0.1681,SS,well_2
3875,15,33.813,18.675,2.3299,0.1891,SS,well_2
3875.5,15,39.971,13.01,2.3556,0.1727,CB,well_2
3876,15,40.443,13.571,2.532,0.1154,CB,well_2
3876.5,15,35.224,22.756,2.6399,0.0926,CB,well_2
3877,15,32.474,33.628,2.4138,0.1538,CB,well_2
3877.5,15,32.115,62.652,2.3946,0.2118,CB,well_2
3878,15,29.593,10.396,2.4957,0.2182,CB,well_2
3878.5,15,29.897,80.806,2.3549,0.173,CB,well_2
3879,15,29.123,461.17,2.4269,0.1515,CB,well_2
3879.5,15,31.343,23.602,2.6254,0.1067,CB,well_2
3880,15,35.223,16.35,2.436,0.2116,CB,well_2
3880.5,15,40.47,14.627,2.2571,0.2171,SS,well_2
3881,15,37.924,15.881,2.237,0.1959,SS,well_2
3881.5,15,32.297,15.924,2.235,0.2281,SS,well_2
3882,15,33.921,15.416,2.2739,0.201,SS,well_2
3882.5,15,37.475,13.965,2.278,0.2058,SS,well_2
3883,15,45.366,12.775,2.2561,0.2017,SS,well_2
3883.5,15,50.47,12.815,2.2639,0.2231,SS,well_2
3884,15,39.151,15.016,2.3089,0.2043,SS,well_2
3884.5,15,29.979,17.243,2.4139,0.169,SS,well_2
3885,15,34.207,17.83,2.3122,0.1834,SS,well_2
3885.5,15,36.342,13.211,2.313,0.1808,SS,well_2
3886,15,22.529,15.946,2.287,0.1797,SS,well_2
3886.5,15,19.955,20.022,2.249,0.1671,SS,well_2
3887,15,20.759,13.843,2.2729,0.1758,SS,well_2
3887.5,15,27.664,9.546,2.2552,0.1944,SS,well_2
3888,15,28.081,10.311,2.253,0.2079,SS,well_2
3888.5,15,30.325,14.336,2.2331,0.1848,SS,well_2
3889,15,28.854,12.246,2.245,0.1982,SS,well_2
3889.5,15,30.495,11.736,2.2599,0.1916,SS,well_2
3890,15,31.013,11.943,2.268,0.1911,SS,well_2
3890.5,15,32.447,12.167,2.255,0.1939,SS,well_2
3891,15,35.211,12.272,2.2111,0.1819,SS,well_2
3891.5,15,50.899,7.785,2.3898,0.2021,SS,well_2
3892,15,53.96,6.569,2.3182,0.2148,SS,well_2
3892.5,15,42.902,7.747,2.3219,0.1819,SS,well_2
3893,15,30.684,17.964,2.244,0.1887,SS,well_2
3893.5,15,29.352,15.045,2.3739,0.1415,SS,well_2
3894,15,29.872,15.057,2.3671,0.1537,SS,well_2
3894.5,15,56.059,13.085,2.3691,0.2309,SS,well_2
3895,15,42.03,7.478,2.2622,0.2103,SS,well_2
3895.5,15,34.425,7.246,2.243,0.2322,SS,well_2
3896,15,37.142,9.883,2.2379,0.2433,SS,well_2
3896.5,15,37.03,10.454,2.2701,0.212,SS,well_2
3897,15,35.78,11.209,2.28,0.2158,SS,well_2
3897.5,15,36.273,12.044,2.2631,0.1809,SS,well_2
3898,15,34.123,13.383,2.303,0.1746,SS,well_2
3898.5,15,28.886,12.719,2.3622,0.1862,SS,well_2
3899,15,26.42,17.456,2.1979,0.2027,SS,well_2
3899.5,15,18.951,17.538,2.201,0.1618,SS,well_2
3900,15,17.008,24.736,2.2379,0.1694,SS,well_2
3900.5,15,15.178,16.188,2.224,0.1714,SS,well_2
3901,15,16.677,16.987,2.2781,0.1736,SS,well_2
3901.5,15,18.285,17.487,2.2611,0.1528,SS,well_2
3902,15,21.092,16.166,2.2681,0.1431,SS,well_2
3902.5,15,21.755,16.619,2.2739,0.1483,SS,well_2
3903,15,24.591,14.768,2.288,0.1679,SS,well_2
3903.5,15,23.735,14.016,2.3,0.1578,SS,well_2
3904,15,21.515,14.125,2.2889,0.1426,SS,well_2
3904.5,15,23.942,13.473,2.2968,0.1541,SS,well_2
3905,15,22.986,11.433,2.2995,0.1817,SS,well_2
3905.5,15,22.61,11.302,2.2721,0.1577,SS,well_2
3906,15,22.974,9.63,2.2671,0.1606,SS,well_2
3906.5,15,23.638,9.549,2.3647,0.1724,SS,well_2
3907,15,23.789,11.857,2.2991,0.1743,SS,well_2
3907.5,15,23.748,18.398,2.2221,0.1514,SS,well_2
3908,15,38.177,19.659,2.3122,0.164,SS,well_2
3908.5,15,40.271,13.636,2.4289,0.1873,SS,well_2
3909,15,35.592,7.164,2.2001,0.2201,SS,well_2
3909.5,15,32.128,7.922,2.235,0.2279,SS,well_2
3910,15,32.8235,9.0233,2.2232,0.2096,SS,well_2
3910.5,15,33.007,9.153,2.2161,0.2204,SS,well_2
3911,15,29.08,9.149,2.228,0.2075,SS,well_2
3911.5,15,31.063,9.365,2.224,0.207,SS,well_2
3912,15,32.808,9.599,2.239,0.2051,SS,well_2
3912.5,15,34.037,8.506,2.2149,0.2277,SS,well_2
3913,15,32.764,11.237,2.2479,0.2218,SS,well_2
3913.5,15,27.647,13.532,2.305,0.1822,SS,well_2
3914,15,31.224,11.071,2.2939,0.1795,SS,well_2
3914.5,15,33.492,8.262,2.3141,0.2013,SS,well_2
3915,15,35.625,7.317,2.3181,0.2016,SS,well_2
3915.5,15,32.49,7.202,2.275,0.202,SS,well_2
3916,15,35.2,6.863,2.2461,0.1976,SS,well_2
3916.5,15,34.677,7.384,2.232,0.2047,SS,well_2
3917,15,40.748,7.577,2.2499,0.2333,SS,well_2
3917.5,15,39.963,6.036,2.2251,0.2231,SS,well_2
3918,15,42.128,6.006,2.3279,0.2112,SS,well_2
3918.5,15,41.309,4.709,2.3728,0.1966,SS,well_2
3919,15,39.871,4.652,2.3671,0.1983,SS,well_2
3919.5,15,38.144,3.791,2.2236,0.302,SS,well_2
3920,15,40.2,5.483,2.554,0.3581,SS,well_2
3920.5,15,35.763,5.075,2.5651,0.2701,SS,well_2
3921,15,29.736,4.363,2.5461,0.1853,CB,well_2
3921.5,15,17.016,4.014,2.594,0.1348,CB,well_2
3922,15,17.107,3.969,2.578,0.1487,CB,well_2
3922.5,15,12.667,3.483,2.5321,0.1614,CB,well_2
3923,15,14.539,3.166,2.5679,0.1766,CB,well_2
3923.5,15,15.479,3.268,2.5631,0.1233,CB,well_2
3924,15,12.483,3.702,2.5399,0.1066,CB,well_2
3924.5,15,14.212,3.282,2.5461,0.1784,CB,well_2
3925,15,9.859,2.169,2.4629,0.1394,CB,well_2
3925.5,15,12.967,2.483,2.5749,0.131,CB,well_2
3926,15,15.521,3.267,2.5521,0.1851,CB,well_2
3926.5,15,20.442,3.094,2.5191,0.1752,CB,well_2
3927,15,9.81,1.991,2.4043,0.1046,SS,well_2
3927.5,15,11.247,1.331,2.362,0.1566,SS,well_2
3928,15,13.585,1.621,2.4412,0.141,CB,well_2
3928.5,15,23.877,2.7,2.3954,0.1376,CB,well_2
3929,15,23.497,3.075,2.4074,0.151,CB,well_2
3929.5,15,24.166,2.637,2.4799,0.1475,SS,well_2
3930,15,29.482,3.073,2.4389,0.2045,CB,well_2
3930.5,15,20.448,3.538,2.412,0.153,CB,well_2
3931,15,20.76,2.995,2.5547,0.1257,CB,well_2
3931.5,15,23.894,3.243,2.4554,0.1674,CB,well_2
3932,15,38.602,5.186,2.398,0.2205,UN,well_2
3932.5,15,39.515,4.876,2.4339,0.2197,UN,well_2
3933,15,38.52,4.128,2.4881,0.1939,CB,well_2
3933.5,15,38.944,3.134,2.1815,0.1605,CB,well_2
3934,15,42.565,2.719,2.578,0.1799,CB,well_2
3934.5,15,34.981,2.267,2.5291,0.1344,CB,well_2
3935,15,22.077,2.165,2.5157,0.1368,CB,well_2
3935.5,15,33.076,1.885,2.4601,0.1481,CB,well_2
3936,15,27.186,1.563,2.447,0.1335,CB,well_2
3936.5,15,15.312,1.541,2.4297,0.1786,CB,well_2
3937,15,37.961,2.144,2.4082,0.2481,CB,well_2
3937.5,15,32.774,2.194,2.3861,0.1997,CB,well_2
3938,15,26.891,1.135,2.366,0.1482,CB,well_2
3938.5,15,27.2948,0.9381,2.361,0.1483,CB,well_2
3939,15,23.834,0.968,2.3421,0.1963,CB,well_2
3939.5,15,28.259,1.07,2.4128,0.1429,CB,well_2
3940,15,30.926,1.4,2.436,0.1287,CB,well_2
3940.5,15,34.122,1.48,2.5719,0.1512,CB,well_2
3941,15,49.682,1.669,2.481,0.1925,UN,well_2
3941.5,15,45.185,1.516,2.5247,0.1336,CB,well_2
3942,15,32.724,1.426,2.4443,0.1474,CB,well_2
3942.5,15,68.199,1.47,2.5509,0.2366,SH,well_2
3943,15,70.164,1.666,2.5438,0.3365,SH,well_2
3943.5,15,71.291,1.695,2.553,0.1681,SH,well_2
3944,15,44.797,1.393,2.424,0.13,CB,well_2
3944.5,15,61.926,1.234,2.4863,0.1115,CB,well_2
3945,15,58.77,1.11,2.433,0.1617,CB,well_2
3945.5,15,66.163,1.143,2.443,0.157,CB,well_2
3946,15,74.059,1.353,2.5049,0.1443,CB,well_2
3946.5,15,80.589,1.397,2.5039,0.1466,CB,well_2
3947,15,73.381,1.263,2.4611,0.1239,CB,well_2
3947.5,15,46.287,0.99,2.4148,0.1418,CB,well_2
3948,15,49.442,0.734,2.3519,0.134,CB,well_2
3948.5,15,56.362,0.609,2.337,0.1861,CB,well_2
3949,15,43.034,0.566,2.3049,0.1615,SS,well_2
3949.5,15,48.534,0.601,2.3409,0.1649,CB,well_2
3950,15,95.518,0.715,2.3825,0.1449,CB,well_2
3950.5,15,72.33,0.67,2.3866,0.1326,CB,well_2
3951,15,52.858,0.517,2.3284,0.1674,CB,well_2
3951.5,15,65.658,0.474,2.363,0.1733,CB,well_2
3952,15,61.747,0.505,2.341,0.1926,CB,well_2
3952.5,15,48.625,0.544,2.3191,0.1696,CB,well_2
3953,15,52.057,0.589,2.4218,0.1521,CB,well_2
3953.5,15,65.471,0.607,2.3702,0.1642,CB,well_2
3954,15,54.808,0.582,2.2971,0.1752,CB,well_2
3954.5,15,47.597,0.591,2.299,0.1724,CB,well_2
3955,15,49.429,0.529,2.2889,0.1842,SS,well_2
3955.5,15,38.82,0.531,2.3102,0.2012,SS,well_2
3956,15,41.235,0.538,2.3469,0.1754,CB,well_2
3956.5,15,31.225,0.554,2.324,0.1896,CB,well_2
3957,15,83.638,0.669,2.3563,0.1485,SS,well_2
3957.5,15,74.333,0.737,2.2971,0.1529,SS,well_2
3958,15,51.839,0.689,2.3967,0.1702,SS,well_2
3958.5,15,50.502,0.633,2.376,0.1524,SS,well_2
3959,15,45.255,0.631,2.2962,0.1564,SS,well_2
3959.5,15,47.237,0.652,2.4761,0.1687,CB,well_2
3960,15,72.644,0.741,2.5446,0.1625,SH,well_2
3960.5,15,88.939,0.82,2.497,0.1583,UN,well_2
3961,15,47.368,0.691,2.34,0.1694,CB,well_2
3961.5,15,54.047,0.593,2.3399,0.1926,SS,well_2
3962,15,50.086,0.629,2.3163,0.1602,SS,well_2
3962.5,15,43.239,0.636,2.3676,0.1932,SS,well_2
3963,15,44.435,0.674,2.3837,0.1821,SS,well_2
3963.5,15,53.079,0.756,2.377,0.1719,SS,well_2
3964,15,70.745,0.872,2.5157,0.1327,CB,well_2
3964.5,15,73.614,0.878,2.4611,0.1382,CB,well_2
3965,15,57.96,0.811,2.3611,0.1516,CB,well_2
3965.5,15,50.07,0.718,2.4019,0.1628,SS,well_2
3966,15,50.714,0.728,2.3819,0.1718,SS,well_2
3966.5,15,55.209,0.713,2.396,0.1679,SS,well_2
3967,15,42.675,0.613,2.3491,0.1855,SS,well_2
3967.5,15,41.524,0.894,2.62,0.1413,CB,well_2
3968,15,48.597,1.94,2.7261,0.0946,CB,well_2
3968.5,15,53.593,1.115,2.4224,0.1418,CB,well_2
3969,15,42.716,0.6,2.3341,0.1951,CB,well_2
3969.5,15,36.786,0.617,2.3978,0.1434,SS,well_2
3970,15,30.028,1.229,2.6382,0.1339,CB,well_2
3970.5,15,23.965,2.295,2.737,0.0609,CB,well_2
3971,15,34.864,0.985,2.3413,0.1358,CB,well_2
3971.5,15,44.946,0.819,2.3987,0.1637,CB,well_2
3972,15,56.257,1.151,2.445,0.1561,SS,well_2
3972.5,15,57.521,1.359,2.4439,0.1617,SS,well_2
3973,15,47.846,0.86,2.3531,0.1809,SS,well_2
3973.5,15,45.949,0.665,2.318,0.222,SS,well_2
3974,15,52.089,0.937,2.6033,0.1747,SH,well_2
3974.5,15,31.503,0.826,2.4381,0.1411,CB,well_2
3975,15,32.637,0.596,2.3621,0.1595,CB,well_2
3975.5,15,35.005,0.575,2.343,0.1492,CB,well_2
3976,15,42.722,0.842,2.4168,0.1727,CB,well_2
3976.5,15,66.298,1.823,2.6892,0.2053,SH,well_2
3977,15,75.407,1.459,2.5372,0.1666,SH,well_2
3977.5,15,47.733,0.607,2.3579,0.1955,CB,well_2
3978,15,36.935,0.495,2.3157,0.1916,SS,well_2
3978.5,15,45.775,0.82,2.4877,0.1478,SS,well_2
3979,15,44.641,0.748,2.3129,0.2039,SS,well_2
3979.5,15,43.509,0.785,2.3511,0.1732,SS,well_2
3980,15,41.714,1.347,2.5929,0.1452,CB,well_2
3980.5,15,37.309,1.143,2.3102,0.1748,CB,well_2
3981,15,34.291,0.77,2.331,0.2081,CB,well_2
3981.5,15,56.831,0.827,2.442,0.1562,SS,well_2
3982,15,46.694,0.617,2.285,0.2062,SS,well_2
3982.5,15,39.083,0.661,2.3058,0.1905,SS,well_2
3983,15,41.3296,1.0893,2.5553,0.1935,SS,well_2
3983.5,15,31.929,3.594,2.6479,0.0898,CB,well_2
3984,15,35.127,2.52,2.5852,0.1102,CB,well_2
3984.5,15,28.928,1.586,2.4741,0.0962,CB,well_2
3985,15,33.894,1.27,2.434,0.1248,CB,well_2
3985.5,15,26.633,1.848,2.5579,0.1457,CB,well_2
3986,15,26.901,2.055,2.4771,0.0648,CB,well_2
3986.5,15,31.112,2.434,2.564,0.1186,CB,well_2
3987,15,39.241,2.183,2.5451,0.1598,CB,well_2
3987.5,15,40.891,1.276,2.3681,0.1463,CB,well_2
3988,15,30.489,1.018,2.441,0.1774,CB,well_2
3988.5,15,30.327,0.822,2.3351,0.1321,CB,well_2
3989,15,31.659,1.383,2.4722,0.1286,CB,well_2
3989.5,15,36.665,1.901,2.4949,0.1445,CB,well_2
3990,15,34.914,2.39,2.4939,0.1778,CB,well_2
3990.5,15,37.071,0.814,2.4713,0.1076,CB,well_2
3991,15,41.771,1.428,2.3719,0.1011,CB,well_2
3991.5,15,41.521,3.747,2.7207,0.1259,CB,well_2
3992,15,35.897,0.923,2.3588,0.2121,CB,well_2
3992.5,15,34.713,0.461,2.26,0.2414,SS,well_2
3993,15,32.029,0.4,2.4311,0.2199,SS,well_2
3993.5,15,49.158,0.455,2.455,0.1451,SS,well_2
3994,15,46.38,0.956,2.406,0.1696,SS,well_2
3994.5,15,54.47,0.896,2.399,0.1702,CB,well_2
3995,15,40.784,0.961,2.372,0.1815,SS,well_2
3995.5,15,40.112,0.744,2.3449,0.1906,SS,well_2
3996,15,41.018,0.601,2.375,0.203,SS,well_2
3996.5,15,46.259,0.722,2.43,0.1735,SS,well_2
3997,15,45.926,0.865,2.4001,0.1705,SS,well_2
3997.5,15,51.792,1.004,2.5257,0.1596,UN,well_2
3998,15,57.163,1.135,2.4353,0.1835,SS,well_2
3998.5,15,34.262,1.079,2.3142,0.1653,CB,well_2
3999,15,25.813,0.668,2.298,0.1987,CB,well_2
3999.5,15,24.012,0.459,2.299,0.178,SS,well_2
4000,15,30.431,0.458,2.3792,0.1601,SS,well_2
4000.5,15,33.153,0.56,2.3508,0.1829,SS,well_2
4001,15,39.124,0.595,2.409,0.176,SS,well_2
4001.5,15,44.753,0.949,2.4042,0.1779,SS,well_2
4002,15,28.306,0.983,2.3429,0.1524,SS,well_2
4002.5,15,26.096,0.711,2.381,0.1398,CB,well_2
4003,15,30.138,0.746,2.405,0.1667,CB,well_2
4003.5,15,28.888,0.719,2.3619,0.1493,CB,well_2
4004,15,23.295,0.657,2.3359,0.15,CB,well_2
4004.5,15,26.066,0.59,2.3609,0.1381,CB,well_2
4005,15,22.944,0.601,2.359,0.1614,CB,well_2
4005.5,15,22.726,0.626,2.3461,0.1423,CB,well_2
4006,15,22.984,0.656,2.3462,0.1564,CB,well_2
4006.5,15,24.446,0.629,2.3213,0.1502,CB,well_2
4007,15,40.882,0.629,2.4177,0.1405,CB,well_2
4007.5,15,32.45,0.642,2.4244,0.1337,CB,well_2
4008,15,24.561,0.696,2.3941,0.1399,CB,well_2
4008.5,15,25.419,0.669,2.327,0.1642,SS,well_2
4009,15,24.548,0.519,2.2921,0.1836,SS,well_2
4009.5,15,25.749,0.414,2.321,0.1577,SS,well_2
4010,15,22.679,0.406,2.3641,0.1397,CB,well_2
4010.5,15,55.058,1.21,2.4881,0.1319,CB,well_2
4011,15,55.867,2.1,2.4621,0.1356,CB,well_2
4011.5,15,53.1314,1.8659,2.5799,0.1207,CB,well_2
4012,15,43.539,1.709,2.557,0.1324,CB,well_2
4012.5,15,47.783,1.668,2.5262,0.1285,CB,well_2
4013,15,44.828,1.3,2.4593,0.1161,CB,well_2
4013.5,15,47.102,0.928,2.392,0.1732,CB,well_2
