Depth,Well,GR,RT,RHOB,NPHI,Facies,,
4108,1,15.0971,0.4438,2.3119,0.1744,SS,,
4108.5,1,20.5719,0.3362,2.2841,0.1505,SS,,
4109,1,13.4773,0.292,2.3259,0.1783,SS,,
4109.5,1,13.7647,0.2969,2.311,0.181,CB,,
4110,1,12.7992,0.297,2.313,0.1769,CB,,
4110.5,1,13.6145,0.279,2.311,0.1678,CB,,
4111,1,12.0177,0.261,2.272,0.176,SS,,
4111.5,1,13.6086,0.242,2.281,0.1856,SS,,
4112,1,13.4935,0.3378,2.2691,0.1751,SS,,
4112.5,1,17.9812,0.383,2.3,0.1786,SS,,
4113,1,15.644,0.329,2.307,0.1681,SS,,
4113.5,1,19.9196,0.349,2.291,0.1791,SS,,
4114,1,17.6422,0.26,2.2921,0.1941,SS,,
4114.5,1,18.3961,0.266,2.222,0.1853,SS,,
4115,1,16.3387,0.27,2.239,0.1846,SS,,
4115.5,1,16.8317,0.257,2.252,0.2051,SS,,
4116,1,19.305,0.319,2.281,0.1661,SS,,
4116.5,1,23.0986,0.264,2.235,0.1801,SS,,
4117,1,24.1246,0.296,2.252,0.2017,SS,,
4117.5,1,14.3577,0.3229,2.289,0.1649,SS,,
4118,1,13.9469,0.359,2.257,0.1908,SS,,
4118.5,1,13.501,0.2561,2.251,0.196,SS,,
4119,1,15.0901,0.274,2.264,0.18,SS,,
4119.5,1,13.1175,0.281,2.253,0.1754,SS,,
4120,1,14.4899,0.299,2.251,0.1662,SS,,
4120.5,1,15.5047,0.272,2.278,0.1689,SS,,
4121,1,14.934,0.302,2.259,0.1755,SS,,
4121.5,1,16.403,0.283,2.254,0.1854,SS,,
4122,1,16.9678,0.297,2.237,0.1849,SS,,
4122.5,1,14.0416,0.25,2.23,0.1782,SS,,
4123,1,14.3868,0.2061,2.238,0.1633,SS,,
4123.5,1,15.955,0.249,2.257,0.1826,SS,,
4124,1,15.9344,0.245,2.227,0.1853,SS,,
4124.5,1,14.4867,0.244,2.234,0.1997,SS,,
4125,1,14.8476,0.246,2.234,0.1798,SS,,
4125.5,1,15.7942,0.2911,2.238,0.1971,SS,,
4126,1,14.1433,0.257,2.257,0.1878,SS,,
4126.5,1,17.1593,0.271,2.242,0.1896,SS,,
4127,1,15.2695,0.239,2.255,0.2034,SS,,
4127.5,1,16.4649,0.2221,2.2301,0.1977,SS,,
4128,1,14.6393,0.246,2.287,0.2071,SS,,
4128.5,1,12.7939,0.23,2.289,0.1876,SS,,
4129,1,12.8392,0.2807,2.2441,0.1733,SS,,
4129.5,1,11.4798,0.254,2.252,0.1939,SS,,
4130,1,12.6519,0.1593,2.266,0.1931,SS,,
4130.5,1,12.5661,0.184,2.27,0.1869,SS,,
4131,1,13.9691,0.37,2.255,0.1603,SS,,
4131.5,1,13.1466,0.2509,2.4189,0.1226,CB,,
4132,1,14.9958,0.2959,2.2601,0.164,CB,,
4132.5,1,13.5614,0.342,2.224,0.1593,CB,,
4133,1,11.0194,0.3462,2.239,0.196,SS,,
4133.5,1,12.8905,0.2762,2.26,0.1911,SS,,
4134,1,12.5016,0.3519,2.2749,0.1882,SS,,
4134.5,1,13.5292,0.2042,2.266,0.1853,SS,,
4135,1,13.1622,0.239,2.28,0.1882,SS,,
4135.5,1,13.3002,0.275,2.29,0.1982,CB,,
4136,1,14.1575,0.207,2.2631,0.1854,CB,,
4136.5,1,13.5925,0.24,2.4411,0.1765,CB,,
4137,1,15.8076,0.276,2.5587,0.1294,CB,,
4137.5,1,13.4845,0.299,2.3181,0.1163,CB,,
4138,1,13.1909,0.8598,2.319,0.1095,CB,,
4138.5,1,11.7623,2.0706,2.35,0.0742,CB,,
4139,1,10.3362,4.1272,2.3241,0.0763,CB,,
4139.5,1,14.8445,1.6912,2.411,0.1231,SS,,
4140,1,19.0678,0.4778,2.3571,0.1654,SS,,
4140.5,1,54.1253,0.4159,2.2751,0.1729,SS,,
4141,1,51.2162,0.9122,2.3049,0.1691,SS,,
4141.5,1,48.8212,0.7064,2.323,0.2117,SS,,
4142,1,46.5355,0.3514,2.2521,0.2192,SS,,
4142.5,1,48.3924,0.4561,2.279,0.2063,SS,,
4143,1,44.6482,0.356,2.272,0.2085,SS,,
4143.5,1,40.2025,0.4079,2.2341,0.2232,SS,,
4144,1,36.9186,0.3421,2.2169,0.2198,SS,,
4144.5,1,39.8975,0.308,2.2339,0.2324,SS,,
4145,1,46.614,0.307,2.2121,0.2301,SS,,
4145.5,1,38.0385,0.3,2.2489,0.2232,SS,,
4146,1,33.3857,0.321,2.256,0.2079,SS,,
4146.5,1,34.7463,0.34,2.25,0.1837,SS,,
4147,1,36.4123,0.3701,2.3049,0.1959,SS,,
4147.5,1,40.1189,0.5009,2.31,0.1885,SS,,
4148,1,44.5564,0.371,2.302,0.2056,SS,,
4148.5,1,41.2481,0.3939,2.2929,0.2119,SS,,
4149,1,41.0105,0.394,2.0329,0.2239,SS,,
4149.5,1,16.2667,0.361,2.084,0.2176,SS,,
4150,1,18.5577,2.4591,2.136,0.2112,SS,,
4150.5,1,20.8933,52.9165,2.1507,0.2048,SS,,
4151,1,21.9371,0.4306,2.2311,0.1954,SS,,
4151.5,1,25.2946,0.2661,2.2679,0.1847,SS,,
4152,1,20.3857,0.259,2.2739,0.1853,SS,,
4152.5,1,21.3774,0.273,2.288,0.1866,SS,,
4153,1,23.7855,0.327,2.281,0.1577,SS,,
4153.5,1,25.8051,0.327,2.263,0.1669,SS,,
4154,1,31.8113,0.353,2.332,0.1688,SS,,
4154.5,1,36.2698,0.3501,2.3389,0.1405,SS,,
4155,1,38.4705,0.4429,2.3291,0.1606,SS,,
4155.5,1,37.645,0.4889,2.2949,0.1671,SS,,
4156,1,26.2369,0.541,2.323,0.159,SS,,
4156.5,1,20.3637,0.4848,2.3901,0.1528,SS,,
4157,1,18.2489,6.9199,2.1319,0.1482,SS,,
4157.5,1,11.6971,6.4703,2.1939,0.1436,SS,,
4158,1,13.5351,18.2898,2.2759,0.1374,SS,,
4158.5,1,16.8072,0.4361,2.3499,0.1777,CB,,
4159,1,20.1743,0.359,2.31,0.1784,SS,,
4159.5,1,19.6074,0.344,2.282,0.1498,SS,,
4160,1,18.4892,0.3959,2.293,0.1313,SS,,
4160.5,1,20.0511,0.456,2.3529,0.1419,CB,,
4161,1,21.1458,0.4899,2.319,0.1916,SS,,
4161.5,1,22.7535,0.3601,2.3079,0.1838,SS,,
4162,1,24.7408,0.3251,2.308,0.1834,SS,,
4162.5,1,27.7884,0.306,2.261,0.1845,SS,,
4163,1,28.1327,0.5276,2.3769,0.1839,SS,,
4163.5,1,34.9789,0.578,2.3949,0.1606,SS,,
4164,1,57.5348,0.593,2.2749,0.2601,SS,,
4164.5,1,45.3569,0.406,2.2844,0.2093,SS,,
4165,1,52.0601,0.5764,2.28,0.2197,SS,,
4165.5,1,56.036,0.3811,2.2899,0.2343,SS,,
4166,1,60.1355,0.434,2.2201,0.2319,SS,,
4166.5,1,62.65,0.3599,2.2211,0.2411,SS,,
4167,1,50.8909,0.3,2.257,0.2238,SS,,
4167.5,1,52.3462,0.31,2.246,0.2262,SS,,
4168,1,46.9705,0.298,2.214,0.2186,SS,,
4168.5,1,43.6447,0.294,2.2211,0.2262,SS,,
4169,1,44.1386,0.315,2.19,0.2391,SS,,
4169.5,1,38.0155,0.273,2.206,0.2455,SS,,
4170,1,37.2716,0.284,2.2638,0.2304,SS,,
4170.5,1,36.6409,0.255,2.373,0.2326,SS,,
4171,1,36.1302,0.4377,2.3022,0.1587,SS,,
4171.5,1,37.0976,5.071,2.231,0.223,SS,,
4172,1,33.9012,0.3253,2.189,0.2283,SS,,
4172.5,1,33.3857,0.2921,2.199,0.2361,SS,,
4173,1,43.5797,0.306,2.209,0.2314,SS,,
4173.5,1,42.1685,0.2979,2.231,0.2389,SS,,
4174,1,37.8529,0.277,2.252,0.2181,SS,,
4174.5,1,38.8911,0.3629,2.276,0.2165,SS,,
4175,1,44.8629,0.372,2.263,0.2125,SS,,
4175.5,1,48.4075,0.348,2.2711,0.217,SS,,
4176,1,52.129,0.341,2.296,0.2268,SS,,
4176.5,1,56.1923,0.357,2.241,0.2274,SS,,
4177,1,41.9265,0.331,2.242,0.2237,SS,,
4177.5,1,40.4424,0.354,2.25,0.213,SS,,
4178,1,44.4578,0.323,2.277,0.2214,SS,,
4178.5,1,73.9292,0.338,1.9612,0.2687,SS,,
4179,1,73.6945,3.8953,2.0911,0.3481,UN,,
4179.5,1,82.7036,2.9683,2.366,0.4459,SH,,
4180,1,78.0088,2.481,2.4099,0.5857,SH,,
4180.5,1,83.5096,4.427,2.3738,0.3662,SH,,
4181,1,83.8712,2.3852,2.164,0.4341,SH,,
4181.5,1,72.3411,5.848,2.3861,0.6377,SH,,
4182,1,43.2095,3.391,2.4572,0.2651,SS,,
4182.5,1,67.6004,1.539,2.5401,0.3434,SH,,
4183,1,44.2818,2.425,2.491,0.3127,SS,,
4183.5,1,45.4877,1.7607,2.4801,0.1402,SS,,
4184.5,1,80.0671,5.425,2.1845,0.5536,SH,,
4185,1,89.1559,2.2978,1.8051,0.4896,UN,,
4185.5,1,56.7874,4.393,2.5837,0.314,SH,,
4186,1,62.1659,2.75,1.9036,0.415,SS,,
4186.5,1,73.6844,7.9655,2.2237,0.6961,SH,,
4187,1,88.1285,3.9876,2.345,0.3461,SH,,
4187.5,1,93.1402,3.29,2.303,0.3895,SH,,
4188,1,86.7087,2.9394,2.4518,0.5105,SH,,
4188.5,1,90.3024,2.653,2.2216,0.4644,SH,,
4189,1,97.7707,2.62,2.498,0.2486,SH,,
4189.5,1,98.5665,2.2827,2.43,0.2226,SH,,
4190,1,82.841,2.1451,2.513,0.2697,SH,,
4190.5,1,74.8007,2.6084,2.5339,0.1373,UN,,
4191,1,76.7248,2.31,2.567,0.1457,SH,,
4191.5,1,84.1417,2.5063,2.548,0.1391,SH,,
4192,1,80.9255,2.9668,2.553,0.1701,SH,,
4192.5,1,81.491,2.613,2.552,0.1711,SH,,
4193,1,84.7342,2.595,2.5141,0.1892,SH,,
4193.5,1,84.1447,1.4829,2.8812,0.3153,SH,,
4194,1,96.9472,2.059,2.7614,0.3152,SH,,
4194.5,1,100.492,2.121,2.506,0.2445,SH,,
4195,1,90.8092,2.1996,2.4921,0.2156,SH,,
4195.5,1,131.8266,3.3966,2.516,0.2412,SH,,
4196,1,107.9818,1.7236,2.6129,0.2403,SH,,
4196.5,1,88.1306,1.487,2.4501,0.1764,UN,,
4197,1,93.185,1.4678,2.4571,0.423,SH,,
4197.5,1,93.2158,1.3611,2.6852,0.1341,SH,,
4198,1,93.4245,1.355,3.1493,0.3187,SH,,
4198.5,1,88.4905,1.9227,2.5761,0.3313,SH,,
4199,1,73.0502,0.7091,2.4231,0.2985,SH,,
4199.5,1,49.0438,1.4572,2.4251,0.2809,UN,,
4200,1,19.0772,0.6229,2.413,0.1038,SS,,
4200.5,1,72.9074,0.7747,2.3649,0.0865,SS,,
4201,1,107.9595,1.4398,2.39,0.1314,SS,,
4201.5,1,93.5634,1.7191,2.4897,0.6278,SH,,
4202,1,85.6666,1.7079,2.6019,0.2461,SH,,
4202.5,1,98.0662,3.4565,2.1168,0.206,CB,,
4203,1,81.1582,2.8324,2.538,0.2106,SH,,
4203.5,1,79.8425,2.529,2.532,0.1392,UN,,
4204,1,87.2122,1.7661,2.3934,0.1552,SS,,
4204.5,1,85.4494,1.8989,2.7933,0.2326,SH,,
4205,1,84.8634,1.8887,2.5081,0.1841,SH,,
4205.5,1,88.7738,2.0083,2.535,0.2056,SH,,
4206,1,85.1556,2.3707,2.5271,0.1791,SH,,
4206.5,1,82.9669,2.3184,2.5341,0.1755,SH,,
4207,1,90.0632,2.5618,2.5589,0.1851,SH,,
4207.5,1,94.307,2.117,2.551,0.2131,SH,,
4208,1,83.0617,2.5087,2.572,0.1716,SH,,
4208.5,1,80.2495,3.6118,2.5762,0.1237,SH,,
4209,1,82.8045,3.0442,2.6644,0.1834,SH,,
4209.5,1,67.0249,2.6626,2.541,0.1227,UN,,
4210,1,79.4283,2.0538,2.491,0.1103,SS,,
4210.5,1,77.7461,2.0424,2.524,0.2616,SH,,
4211,1,77.2814,2.6898,2.519,0.1962,SH,,
4211.5,1,77.4528,2.2743,2.51,0.1887,SH,,
4212,1,78.391,2.0573,2.516,0.193,SH,,
4212.5,1,96.8864,1.7599,2.541,0.2054,SH,,
4213,1,77.5558,1.7607,2.45,0.2,SH,,
4213.5,1,65.5121,1.1207,2.412,0.194,UN,,
4214,1,75.972,0.7079,2.4081,0.1832,UN,,
4214.5,1,85.8148,0.9013,2.5409,0.1987,SH,,
4215,1,123.7273,1.6737,2.5479,0.1941,SH,,
4215.5,1,118.5893,1.423,2.5309,0.2071,SH,,
4216,1,110.3377,0.7456,2.522,0.1447,SH,,
4216.5,1,94.0655,1.5991,2.522,0.1373,SH,,
4217,1,97.5631,1.4684,2.5588,0.1264,SH,,
4217.5,1,102.83,0.9319,2.6062,0.1316,SH,,
4218,1,99.0213,1.2065,2.471,0.2345,SH,,
4218.5,1,104.2228,1.234,2.5691,0.2684,SH,,
4219,1,102.1531,1.3889,2.575,0.3058,SH,,
4219.5,1,105.3466,1.2691,2.6109,0.2785,SH,,
4220,1,98.3625,1.149,2.5791,0.3094,SH,,
4220.5,1,101.9593,1.1739,2.534,0.287,SH,,
3500,2,36.374,1.756,2.468,0.1694,SS,,
3500.5,2,27.346,1.697,2.446,0.1662,SS,,
3501,2,16.766,1.924,2.4481,0.166,SS,,
3501.5,2,19.357,1.987,2.512,0.1679,SS,,
3502,2,17.445,2.017,2.494,0.1536,SS,,
3502.5,2,14.036,1.908,2.4781,0.1598,CB,,
3503,2,16.225,1.981,2.487,0.1505,CB,,
3503.5,2,15.664,2.088,2.4861,0.1505,CB,,
3504,2,16.917,2.171,2.5539,0.1407,CB,,
3504.5,2,14.554,2.254,2.5059,0.138,CB,,
3505,2,14.081,2.349,2.495,0.1409,CB,,
3505.5,2,13.683,2.547,2.5181,0.1218,CB,,
3506,2,16.003,2.397,2.508,0.1441,CB,,
3506.5,2,11.258,2.488,2.4781,0.1333,CB,,
3507,2,11.274,2.572,2.5398,0.1314,CB,,
3507.5,2,19.514,2.593,2.549,0.133,CB,,
3508,2,19.229,2.367,2.4991,0.138,CB,,
3508.5,2,13.844,2.232,2.511,0.1414,CB,,
3509,2,15.342,2.534,2.547,0.127,CB,,
3509.5,2,13.463,2.633,2.5319,0.139,CB,,
3510,2,16.587,2.416,2.505,0.1245,CB,,
3510.5,2,20.583,2.225,2.524,0.1362,CB,,
3511,2,14.677,2.299,2.517,0.1491,CB,,
3511.5,2,17.083,2.072,2.5151,0.1642,CB,,
3512,2,15.465,2.01,2.4611,0.1527,CB,,
3512.5,2,13.015,2.039,2.4659,0.1546,CB,,
3513,2,14.066,2.093,2.493,0.1635,CB,,
3513.5,2,15.395,2.149,2.4781,0.1359,CB,,
3514,2,17.405,2.15,2.539,0.1437,CB,,
3514.5,2,12.87,2.102,2.4978,0.1498,CB,,
3515,2,17.653,2.085,2.508,0.1588,CB,,
3515.5,2,18.005,2.094,2.5269,0.1399,CB,,
3516,2,14.461,2.241,2.5251,0.1517,CB,,
3516.5,2,15.451,2.279,2.489,0.1447,CB,,
3517,2,15.706,2.096,2.5229,0.1529,CB,,
3517.5,2,18.227,2.085,2.5071,0.1439,CB,,
3518,2,18.841,2.087,2.5081,0.1441,CB,,
3518.5,2,14.911,2.096,2.5109,0.1396,CB,,
3519,2,11.453,2.025,2.473,0.1434,CB,,
3519.5,2,13.031,2.275,2.4869,0.1564,CB,,
3520,2,11.918,2.272,2.4831,0.1458,CB,,
3520.5,2,13.465,2.239,2.533,0.1376,CB,,
3521,2,12.548,2.301,2.5238,0.1374,CB,,
3521.5,2,17.206,2.265,2.5281,0.119,CB,,
3522,2,15.549,2.345,2.491,0.1449,CB,,
3522.5,2,10.912,2.445,2.492,0.1053,CB,,
3523,2,13.857,2.484,2.496,0.1333,CB,,
3523.5,2,11.504,2.623,2.5221,0.128,CB,,
3524,2,17.593,2.595,2.5659,0.1205,CB,,
3524.5,2,20.14,2.718,2.5829,0.1223,CB,,
3525,2,14.433,2.985,2.5302,0.116,CB,,
3525.5,2,24.306,2.936,2.545,0.1288,CB,,
3526,2,21.312,2.733,2.5719,0.1231,CB,,
3526.5,2,17.628,2.861,2.554,0.124,CB,,
3527,2,17.446,3.402,2.558,0.1186,CB,,
3527.5,2,17.338,3.448,2.5651,0.1279,CB,,
3528,2,18.126,3.25,2.5849,0.1092,CB,,
3528.5,2,17.154,2.973,2.5431,0.1306,CB,,
3529,2,15.487,3.014,2.5311,0.1443,CB,,
3529.5,2,11.822,4.227,2.569,0.0974,CB,,
3530,2,11.563,4.368,2.586,0.0974,CB,,
3530.5,2,11.109,4.373,2.5849,0.0906,CB,,
3531,2,13.417,4.199,2.5621,0.0985,CB,,
3531.5,2,11.183,4.18,2.5681,0.0887,CB,,
3532,2,10.445,3.977,2.5691,0.1148,CB,,
3532.5,2,12.84,4.307,2.5839,0.0946,CB,,
3533,2,13.98,4.894,2.579,0.098,CB,,
3533.5,2,18.313,4.5,2.575,0.1045,CB,,
3534,2,15.838,4.5,2.6039,0.0951,CB,,
3534.5,2,13.701,4.491,2.57,0.1048,CB,,
3535,2,15.083,4.254,2.559,0.1017,CB,,
3535.5,2,12.28,4.037,2.5631,0.1105,CB,,
3536,2,16.115,3.197,2.4802,0.1357,CB,,
3536.5,2,12.363,3.48,2.5278,0.1105,CB,,
3537,2,10.707,4.078,2.5431,0.0973,CB,,
3537.5,2,14.931,4.067,2.5289,0.1079,CB,,
3538,2,16.555,4.63,2.559,0.1107,CB,,
3538.5,2,20.022,4.67,2.578,0.1093,CB,,
3539,2,22.349,4.393,2.5561,0.1081,CB,,
3539.5,2,19.926,4.747,2.561,0.116,CB,,
3540,2,21.947,4.515,2.56,0.1037,CB,,
3540.5,2,22.87,4.585,2.571,0.1143,CB,,
3541,2,20.053,5.058,2.5521,0.1011,CB,,
3541.5,2,22.196,4.767,2.5481,0.1223,CB,,
3542,2,27.557,4.171,2.5581,0.1249,CB,,
3542.5,2,16.917,5.02,2.5979,0.1028,CB,,
3543,2,20.484,5.496,2.5619,0.1023,CB,,
3543.5,2,13.042,5.718,2.5739,0.0984,CB,,
3544,2,17.256,5.848,2.5671,0.1056,CB,,
3544.5,2,19.347,5.996,2.583,0.1003,CB,,
3545,2,20.502,6.827,2.563,0.0973,CB,,
3545.5,2,25.086,5.572,2.5791,0.1095,CB,,
3546,2,21.592,5.946,2.5422,0.1321,CB,,
3546.5,2,13.346,6.916,2.5839,0.073,CB,,
3547,2,13.297,6.36,2.573,0.0846,CB,,
3547.5,2,13.277,5.557,2.6078,0.0902,CB,,
3548,2,13.239,6.124,2.567,0.0951,CB,,
3548.5,2,13.14,6.366,2.585,0.0849,CB,,
3549,2,15.239,5.784,2.5761,0.0893,CB,,
3549.5,2,18.38,5.175,2.571,0.0992,CB,,
3550,2,13.839,5.41,2.578,0.0924,CB,,
3550.5,2,12.31,6.182,2.6069,0.0731,CB,,
3551,2,13.928,5.726,2.5472,0.0858,CB,,
3552,2,14.847,6.591,2.6069,0.0865,CB,,
3552.5,2,9.185,7.583,2.578,0.0889,CB,,
3553,2,13.951,6.428,2.571,0.0816,CB,,
3553.5,2,10.253,6.747,2.575,0.0914,CB,,
3554,2,9.333,7.369,2.558,0.0735,CB,,
3554.5,2,11.25,6.205,2.563,0.0825,CB,,
3555,2,16.614,6.805,2.592,0.0923,CB,,
3555.5,2,14.283,6.914,2.5601,0.0835,CB,,
3556,2,19.707,5.541,2.559,0.1123,CB,,
3556.5,2,7.13,6.066,2.5479,0.0846,CB,,
3557,2,9.872,4.87,2.583,0.0891,CB,,
3557.5,2,15.3146,5.1724,2.5221,0.1178,CB,,
3558,2,7.579,6.627,2.5979,0.0719,CB,,
3558.5,2,7.598,6.736,2.586,0.078,CB,,
3559,2,7.59,6.718,2.5589,0.0805,CB,,
3559.5,2,13.303,5.024,2.567,0.0758,CB,,
3560,2,30.329,6.523,2.5728,0.1231,CB,,
3560.5,2,18.139,5.216,2.5551,0.0781,CB,,
3561,2,20.975,5.338,2.5599,0.1137,CB,,
3561.5,2,18.371,7.376,2.5629,0.0953,CB,,
3562,2,14.717,6.164,2.591,0.0756,CB,,
3562.5,2,22.383,5.929,2.5689,0.0994,CB,,
3563,2,13.523,6.347,2.5751,0.0826,CB,,
3563.5,2,31.653,4.189,2.557,0.1447,CB,,
3564,2,14.911,8.801,2.584,0.0906,CB,,
3564.5,2,21.821,6.764,2.5471,0.0969,CB,,
3565,2,14.2,6.948,2.5799,0.0769,CB,,
3565.5,2,17.58,5.436,2.564,0.0996,CB,,
3566,2,18.444,4.813,2.5241,0.1157,CB,,
3566.5,2,19.836,3.397,2.532,0.113,CB,,
3567,2,12.144,6.796,2.539,0.0878,CB,,
3567.5,2,10.669,7.331,2.564,0.0736,CB,,
3568,2,16.428,7.356,2.5999,0.076,CB,,
3568.5,2,16.979,6.996,2.5701,0.0822,CB,,
3569,2,18.318,4.969,2.56,0.0907,CB,,
3569.5,2,19.097,4.497,2.5161,0.1148,CB,,
3570,2,20.945,4.424,2.5537,0.1167,CB,,
3570.5,2,13.101,5.398,2.547,0.0888,CB,,
3571,2,14.36,5.538,2.5309,0.1021,CB,,
3571.5,2,13.408,5.717,2.539,0.0967,CB,,
3572,2,17.214,5.685,2.564,0.0921,CB,,
3572.5,2,22.477,4.796,2.533,0.1139,CB,,
3573,2,27.715,6.901,2.57,0.1314,CB,,
3573.5,2,17.598,7.215,2.5699,0.0826,CB,,
3574,2,17.728,6.794,2.577,0.0878,CB,,
3574.5,2,15.468,7.201,2.586,0.0792,CB,,
3575,2,16.44,7.236,2.6009,0.0792,CB,,
3575.5,2,17.538,7.314,2.567,0.0878,CB,,
3576,2,16.882,7.421,2.563,0.0726,CB,,
3576.5,2,17.455,7.653,2.5969,0.0784,CB,,
3577,2,17.345,7.756,2.5521,0.0871,CB,,
3577.5,2,16.349,7.016,2.566,0.0935,CB,,
3578,2,18.895,4.822,2.5221,0.0907,CB,,
3578.5,2,19.49,5.01,2.5739,0.1277,CB,,
3579,2,15.922,6.683,2.5768,0.1002,CB,,
3579.5,2,11.001,7.101,2.585,0.0916,CB,,
3580,2,12.702,7.214,2.579,0.0838,CB,,
3580.5,2,19.56,7.085,2.6011,0.0792,CB,,
3581,2,14.128,6.57,2.586,0.055,CB,,
3581.5,2,21.452,5.384,2.583,0.0913,CB,,
3582,2,16.113,4.226,2.556,0.1145,CB,,
3582.5,2,8.015,3.691,2.4931,0.1049,CB,,
3583,2,7.026,3.889,2.503,0.0864,CB,,
3583.5,2,28.867,2.994,2.573,0.0991,CB,,
3584,2,34.208,2.36,2.596,0.1572,CB,,
3584.5,2,30.614,2.504,2.5919,0.1194,CB,,
3585,2,25.497,3.155,2.581,0.105,CB,,
3585.5,2,33.005,2.663,2.5741,0.1159,CB,,
3586,2,29.177,2.64,2.5571,0.1075,CB,,
3586.5,2,19.51,4.34,2.6061,0.0901,CB,,
3587,2,22.077,4.373,2.6189,0.0906,CB,,
3587.5,2,25.936,3.64,2.597,0.115,CB,,
3588,2,31.186,2.981,2.5611,0.1241,CB,,
3588.5,2,28.94,3.091,2.588,0.1255,CB,,
3589,2,25.423,3.641,2.5999,0.098,CB,,
3589.5,2,24.703,5.125,2.6138,0.0932,CB,,
3590,2,23.417,4.807,2.605,0.09,CB,,
3590.5,2,31.28,4.497,2.6171,0.1111,CB,,
3591,2,26.023,3.386,2.5839,0.1136,CB,,
3591.5,2,26.037,3.391,2.5731,0.11,CB,,
3592,2,35.711,2.582,2.565,0.1401,CB,,
3592.5,2,32.909,2.668,2.5511,0.1385,CB,,
3593,2,49.937,2.443,2.4594,0.1827,UN,,
3593.5,2,27.894,2.518,2.58,0.1083,SS,,
3594,2,19.598,5.888,2.6149,0.0764,CB,,
3594.5,2,27.579,4.64,2.5771,0.1002,CB,,
3595,2,35.258,2.755,2.553,0.1343,CB,,
3595.5,2,32.522,2.857,2.578,0.1318,CB,,
3596,2,25.879,3.577,2.584,0.1179,CB,,
3596.5,2,18.736,3.468,2.5909,0.1049,CB,,
3597,2,17.017,3.531,2.6028,0.1106,CB,,
3597.5,2,17.586,3.447,2.581,0.1078,CB,,
3598,2,24.281,2.81,2.572,0.1429,CB,,
3598.5,2,30.93,2.141,2.535,0.1846,SS,,
3599,2,32.178,1.825,2.539,0.1698,SS,,
3599.5,2,22.37,2.134,2.553,0.1321,SS,,
3600,2,26.469,2.403,2.5589,0.1442,SS,,
3600.5,2,32.672,2.214,2.529,0.1581,SS,,
3601,2,26.763,1.946,2.56,0.1839,SS,,
3601.5,2,23.001,2.271,2.5461,0.1241,CB,,
3602,2,23.0083,2.4143,2.5628,0.1244,CB,,
3602.5,2,24.86,2.469,2.5431,0.135,CB,,
3603,2,33.424,2.368,2.557,0.1343,SS,,
3603.5,2,26.864,2.301,2.5609,0.1478,CB,,
3604,2,26.032,2.314,2.5351,0.125,CB,,
3604.5,2,32.037,2.498,2.579,0.1474,CB,,
3605,2,29.204,2.436,2.5639,0.1394,CB,,
3605.5,2,27.865,2.547,2.578,0.1301,CB,,
3606,2,22.857,3.073,2.577,0.1154,CB,,
3606.5,2,27.024,3.063,2.589,0.1202,CB,,
3607,2,27.719,3.4,2.591,0.09,CB,,
3607.5,2,25.643,3.636,2.5831,0.1122,CB,,
3608,2,26.382,2.738,2.568,0.1333,CB,,
3608.5,2,25.6,2.725,2.565,0.1581,CB,,
3609,2,33.78,2.126,2.55,0.1702,SS,,
3609.5,2,32.716,2.215,2.5439,0.1331,SS,,
3610,2,31.091,2.354,2.567,0.1636,SS,,
3611.5,2,6.756,4.525,2.618,0.0936,CB,,
3612,2,19.093,4.112,2.636,0.0837,CB,,
3612.5,2,16.744,3.62,2.6151,0.0955,CB,,
3613,2,19.865,3.165,2.6199,0.1087,CB,,
3613.5,2,18.585,2.989,2.5841,0.1172,CB,,
3614,2,20.056,3.622,2.609,0.119,CB,,
3614.5,2,17.333,3.651,2.592,0.0987,CB,,
3615,2,10.643,4.085,2.61,0.0917,CB,,
3615.5,2,10.271,4.182,2.603,0.0932,CB,,
3616,2,7.778,3.817,2.637,0.0927,CB,,
3616.5,2,6.909,3.471,2.6021,0.0918,CB,,
3620.5,2,6.914,2.38,2.5551,0.1685,SS,,
3621,2,5.147,3.195,2.571,0.1258,SS,,
3621.5,2,4.513,3.454,2.586,0.1052,CB,,
3622,2,5.095,2.802,2.6009,0.1221,CB,,
3622.5,2,6.999,2.572,2.5841,0.1268,CB,,
3623,2,36.085,2.081,2.5431,0.1516,SS,,
3623.5,2,32.986,2.386,2.574,0.1673,SS,,
3624,2,28.808,2.454,2.576,0.1526,SS,,
3624.5,2,28.262,2.662,2.573,0.1394,CB,,
3625,2,29.645,2.94,2.5919,0.1238,CB,,
3625.5,2,27.668,3.077,2.6001,0.115,CB,,
3626,2,36.564,2.786,2.6,0.1201,CB,,
3626.5,2,32.359,2.754,2.593,0.1339,CB,,
3627,2,33.731,2.523,2.566,0.1297,CB,,
3627.5,2,29.018,2.466,2.57,0.1372,CB,,
3628,2,31.105,2.756,2.596,0.1599,CB,,
3628.5,2,26.86,2.627,2.587,0.1255,CB,,
3629,2,28.628,2.68,2.5791,0.1344,CB,,
3629.5,2,31.821,2.313,2.589,0.1399,CB,,
3630,2,33.872,2.469,2.5761,0.162,SS,,
3630.5,2,26.3164,2.728,2.5581,0.1301,SS,,
3631,2,31.657,2.451,2.595,0.125,CB,,
3631.5,2,34.479,2.373,2.5621,0.1474,SS,,
3632,2,37.08,2.254,2.568,0.1649,SS,,
