Depth,Well,GR,RT,RHOB,NPHI,Facies,,
3643.5,1,12.0691,4.9408,2.5551,0.0968,CB,,
3644,1,18.5128,4.8344,2.543,0.1004,CB,,
3644.5,1,14.4853,4.7788,2.558,0.0893,CB,,
3645,1,10.5593,5.4793,2.5559,0.0816,CB,,
3645.5,1,11.4048,6.7432,2.5689,0.0772,CB,,
3646,1,18.1126,8.5129,2.5709,0.0816,CB,,
3646.5,1,9.761,4.5454,2.533,0.0779,CB,,
3647,1,11.4506,8.6551,2.4771,0.0835,CB,,
3647.5,1,18.2347,4.3844,2.472,0.1142,CB,,
3648,1,19.7996,4.6813,2.525,0.12,CB,,
3648.5,1,16.3985,3.6977,2.56,0.1049,CB,,
3649,1,17.0217,12.8026,2.532,0.0861,CB,,
3649.5,1,27.5557,6.6782,2.515,0.1287,CB,,
3650,1,14.3147,7.2485,2.5271,0.1024,CB,,
3650.5,1,13.5733,5.5304,2.557,0.078,CB,,
3651,1,15.0652,7.2686,2.481,0.104,CB,,
3651.5,1,23.7115,4.4319,2.505,0.1176,CB,,
3652,1,16.6949,3.7262,2.493,0.1266,CB,,
3652.5,1,8.6251,5.4118,2.4419,0.1303,CB,,
3653,1,8.9661,4.6195,2.374,0.1618,CB,,
3653.5,1,10.7601,5.6492,2.468,0.1277,CB,,
3654,1,15.6829,6.8727,2.4551,0.1165,CB,,
3654.5,1,13.585,4.5558,2.466,0.1337,CB,,
3655,1,9.3841,3.6943,2.443,0.1237,CB,,
3655.5,1,22.9399,7.3794,2.477,0.1206,CB,,
3656,1,23.0441,5.2363,2.529,0.1632,CB,,
3656.5,1,29.9429,6.257,2.501,0.1274,CB,,
3657,1,21.2488,3.8274,2.519,0.1514,CB,,
3657.5,1,26.2722,3.1795,2.512,0.1109,CB,,
3658,1,17.6107,3.3221,2.533,0.1024,CB,,
3658.5,1,24.8583,5.9525,2.507,0.1334,CB,,
3659,1,26.7696,3.7858,2.505,0.1506,CB,,
3659.5,1,12.4033,3.4454,2.535,0.1113,CB,,
3660,1,31.0737,6.7995,2.51,0.1331,CB,,
3660.5,1,40.3695,5.7792,2.5789,0.1081,CB,,
3661,1,14.9611,2.5043,2.5949,0.112,CB,,
3661.5,1,17.2319,9.5277,2.53,0.096,CB,,
3662,1,20.6019,3.7905,2.564,0.1095,CB,,
3662.5,1,28.4899,7.6094,2.555,0.1024,CB,,
3663,1,17.83,5.2875,2.5779,0.1075,CB,,
3663.5,1,6.6538,4.3586,2.5211,0.0808,CB,,
3664,1,4.9457,3.0981,2.521,0.0853,CB,,
3664.5,1,6.2503,10.8617,2.5729,0.082,CB,,
3665,1,7.6863,4.0411,2.58,0.0582,CB,,
3665.5,1,6.588,7.1143,2.6399,0.0557,CB,,
3666,1,13.5372,7.5251,2.5741,0.0632,CB,,
3666.5,1,30.8752,7.372,2.591,0.1135,CB,,
3667,1,24.4337,2.335,2.617,0.0974,CB,,
3667.5,1,24.2863,3.0435,2.562,0.1069,CB,,
3668,1,19.8823,2.4111,2.552,0.0951,CB,,
3668.5,1,21.9891,3.2682,2.576,0.1025,CB,,
3669,1,27.5418,3.0058,2.549,0.1129,CB,,
3669.5,1,28.6122,2.7174,2.5909,0.1234,CB,,
3670,1,21.0781,1.977,2.555,0.1212,CB,,
3670.5,1,26.8764,3.0062,2.57,0.1209,SS,,
3671,1,31.1497,2.096,2.56,0.1245,SS,,
3671.5,1,19.2908,1.7577,2.54,0.1424,CB,,
3672,1,22.9326,2.9946,2.554,0.1038,CB,,
3672.5,1,27.6352,3.1079,2.549,0.1077,CB,,
3673,1,29.7951,2.5419,2.53,0.1249,SS,,
3673.5,1,19.3792,2.2439,2.5381,0.1264,CB,,
3674,1,17.4921,2.7747,2.561,0.1037,CB,,
3674.5,1,23.179,3.3608,2.575,0.11,CB,,
3675,1,33.7891,3.3429,2.5671,0.1256,CB,,
3675.5,1,26.8468,2.1984,2.603,0.0905,CB,,
3676,1,28.3415,6.2037,2.614,0.0853,CB,,
3676.5,1,27.2362,4.7504,2.588,0.0861,CB,,
3677,1,29.4324,4.4015,2.6,0.093,CB,,
3677.5,1,38.4554,4.352,2.5371,0.133,CB,,
3678,1,31.4436,1.8379,2.553,0.1235,CB,,
3678.5,1,38.4065,4.0647,2.5321,0.1502,SS,,
3679,1,42.6134,2.029,2.501,0.1637,SS,,
3679.5,1,40.549,2.1041,2.53,0.1614,UN,,
3680,1,38.7072,2.0731,2.52,0.1532,SS,,
3680.5,1,44.6654,2.0738,2.517,0.1636,UN,,
3681,1,37.1894,2.0364,2.5719,0.1566,SH,,
3681.5,1,43.3881,2.6806,2.557,0.1551,SH,,
3682,1,33.5639,2.1748,2.5539,0.1577,SH,,
3682.5,1,28.7882,3.9931,2.543,0.1067,CB,,
3683,1,25.5688,4.1726,2.565,0.1141,CB,,
3683.5,1,30.4121,3.9158,2.577,0.1188,CB,,
3684,1,35.6316,2.874,2.5471,0.1247,CB,,
3684.5,1,33.5435,3.2539,2.545,0.1282,CB,,
3685,1,36.1693,2.8718,2.557,0.1479,UN,,
3685.5,1,32.1393,3.4916,2.5549,0.1217,CB,,
3686,1,32.1788,2.9416,2.5509,0.1486,UN,,
3686.5,1,35.7141,2.9041,2.584,0.1205,CB,,
3687,1,37.2313,4.5584,2.556,0.14,CB,,
3687.5,1,38.6045,2.9511,2.564,0.1456,UN,,
3688,1,34.3979,3.7888,2.5521,0.1265,CB,,
3688.5,1,35.3857,3.7029,2.558,0.1285,CB,,
3689,1,34.4086,3.9445,2.561,0.1366,CB,,
3689.5,1,30.4195,6.412,2.578,0.1309,CB,,
3690,1,34.5179,3.7539,2.564,0.096,CB,,
3690.5,1,32.4033,4.7447,2.551,0.1286,CB,,
3691,1,34.1427,3.8169,2.5669,0.1182,CB,,
3691.5,1,27.754,4.2914,2.5819,0.1186,CB,,
3692,1,23.535,6.6427,2.57,0.1001,CB,,
3692.5,1,18.8969,6.5322,2.584,0.0928,CB,,
3693,1,20.3612,5.7226,2.6079,0.0867,CB,,
3693.5,1,28.8507,2.8952,2.558,0.1125,CB,,
3694,1,45.0231,2.8013,2.561,0.1194,CB,,
3694.5,1,37.417,2.9121,2.579,0.1408,UN,,
3695,1,33.7056,1.6302,2.5861,0.1294,CB,,
3695.5,1,49.2835,1.5964,2.5431,0.1116,CB,,
3696,1,47.2422,2.3648,2.5809,0.1598,SH,,
3696.5,1,38.3719,4.2062,2.588,0.1242,SS,,
3697,1,39.6376,2.8199,2.606,0.1435,SH,,
3697.5,1,38.4642,2.9108,2.564,0.1212,CB,,
3698,1,43.904,2.293,2.563,0.1421,SS,,
3698.5,1,43.1871,2.3358,2.564,0.1454,UN,,
3699,1,34.1371,3.1356,2.561,0.1461,UN,,
3699.5,1,34.0836,3.0446,2.578,0.1264,CB,,
3700,1,40.2678,2.5703,2.566,0.1317,CB,,
3700.5,1,40.8257,4.5045,2.5261,0.1394,CB,,
3701,1,34.8431,1.4217,2.5689,0.1197,SS,,
3701.5,1,18.182,4.8011,2.586,0.0807,CB,,
3702,1,14.0128,5.8399,2.613,0.0681,CB,,
3702.5,1,18.8603,5.0267,2.6051,0.0831,CB,,
3703,1,21.6663,3.5687,2.595,0.074,CB,,
3703.5,1,21.5532,4.7332,2.586,0.0862,CB,,
3704,1,23.4493,3.8892,2.594,0.0904,CB,,
3704.5,1,25.1845,3.464,2.565,0.121,CB,,
3705,1,22.9408,3.0261,2.585,0.1172,CB,,
3705.5,1,19.6977,2.279,2.587,0.0666,CB,,
3706,1,20.7479,4.7598,2.617,0.0933,CB,,
3706.5,1,14.9558,3.3746,2.617,0.0795,CB,,
3707,1,26.7015,4.0344,2.592,0.0794,CB,,
3707.5,1,15.1346,3.5441,2.594,0.0737,CB,,
3708,1,21.4253,4.8921,2.576,0.0938,CB,,
3708.5,1,22.1748,3.9139,2.617,0.0922,CB,,
3709,1,20.9595,3.5241,2.613,0.0959,CB,,
3709.5,1,28.6907,3.0167,2.582,0.1176,CB,,
3710,1,24.4234,3.2065,2.5431,0.1085,CB,,
3710.5,1,29.1134,2.5595,2.559,0.107,CB,,
3711,1,17.9162,3.8158,2.595,0.1142,CB,,
3711.5,1,20.6595,3.5875,2.576,0.0977,CB,,
3712,1,25.8057,2.7741,2.562,0.1073,CB,,
3712.5,1,37.7266,2.1814,2.589,0.1543,SS,,
3713,1,40.0336,1.6014,2.6019,0.1878,SS,,
3713.5,1,27.7442,2.9912,2.582,0.1371,SS,,
3714,1,43.3703,3.6386,2.553,0.1346,SS,,
3714.5,1,33.272,1.4779,2.549,0.1477,CB,,
3715,1,26.9675,2.7567,2.6641,0.1069,CB,,
3715.5,1,29.5677,3.1252,2.607,0.1218,CB,,
3716,1,41.4407,2.5077,2.5751,0.1607,SS,,
3716.5,1,35.5981,1.483,2.5999,0.1509,SS,,
3717,1,27.4344,3.3799,2.7139,0.0916,CB,,
3717.5,1,48.1069,4.2929,2.5041,0.2272,SS,,
3718,1,50.9453,1.4032,2.53,0.2032,SS,,
3718.5,1,43.8091,1.3889,2.551,0.1659,SS,,
3719,1,40.0127,1.6221,2.5839,0.1476,SS,,
3719.5,1,39.5424,1.8832,2.6115,0.1447,SS,,
3720,1,45.197,1.7667,2.525,0.171,SS,,
3720.5,1,36.1894,1.408,2.5909,0.1476,SS,,
3721,1,35.8521,1.8569,2.7262,0.1504,CB,,
3721.5,1,39.6553,1.8959,2.557,0.1768,SS,,
3722,1,40.5685,1.5532,2.5751,0.1685,SS,,
3722.5,1,44.2284,1.9141,2.513,0.1713,SS,,
3723,1,40.5951,1.5403,2.525,0.1684,SS,,
3723.5,1,46.043,1.9522,2.511,0.1693,SS,,
3724,1,47.3816,1.5982,2.515,0.1899,SS,,
3724.5,1,38.485,1.3881,2.548,0.1874,SS,,
3725,1,35.4187,1.7848,2.541,0.1463,SS,,
3725.5,1,39.1251,2.4826,2.494,0.1538,SS,,
3726,1,43.3321,2.321,2.565,0.1608,SS,,
3726.5,1,43.3979,1.855,2.548,0.1539,SS,,
3727,1,43.3155,2.108,2.6018,0.1633,SS,,
3727.5,1,45.8632,2.3961,2.5131,0.1522,SS,,
3728,1,45.3818,2.8451,2.531,0.154,SS,,
3728.5,1,42.8242,2.4005,2.55,0.1532,SS,,
3729,1,47.0416,2.4082,2.557,0.1583,SS,,
3729.5,1,51.5703,2.3481,2.555,0.1617,SS,,
3730,1,42.1477,2.2641,2.556,0.1725,SS,,
3730.5,1,48.5396,2.3482,2.547,0.1631,SS,,
3731,1,46.8475,1.8983,2.547,0.1628,SS,,
3731.5,1,40.6264,2.5396,2.568,0.137,SS,,
3732,1,42.4326,2.6427,2.57,0.1433,SS,,
3732.5,1,52.3384,2.0394,2.536,0.1407,SS,,
3733,1,52.6206,2.7157,2.547,0.1325,SS,,
3733.5,1,59.5333,2.8753,2.5389,0.1735,UN,,
3734,1,59.9732,1.9395,2.545,0.184,UN,,
3734.5,1,48.7655,2.1248,2.604,0.1411,SS,,
3735,1,31.8949,3.1614,2.591,0.0971,CB,,
3735.5,1,29.8932,4.3444,2.613,0.1072,CB,,
3736,1,32.055,3.8027,2.603,0.1102,CB,,
3736.5,1,26.2995,4.1588,2.604,0.0943,CB,,
3737,1,22.3579,4.4872,2.605,0.0991,CB,,
3737.5,1,25.4921,5.0153,2.605,0.0936,CB,,
3738,1,35.517,4.6722,2.617,0.1155,CB,,
3738.5,1,21.1159,4.0124,2.6041,0.1033,CB,,
3739,1,18.5761,4.9666,2.605,0.0784,CB,,
3739.5,1,21.8066,7.4342,2.622,0.0864,CB,,
3740,1,50.8678,8.0826,2.549,0.1391,CB,,
3740.5,1,58.9554,2.3935,2.521,0.1769,UN,,
3741,1,56.4793,2.0231,2.4801,0.1709,SS,,
3741.5,1,57.619,1.954,2.499,0.1806,UN,,
3742,1,60.1475,1.994,2.502,0.1672,SS,,
3742.5,1,57.9333,1.9379,2.492,0.1774,SS,,
3743,1,59.5085,2.0728,2.5269,0.1695,UN,,
3743.5,1,57.75,2.1482,2.5949,0.1906,CB,,
3744,1,52.806,2.4534,2.6489,0.1406,CB,,
3744.5,1,84.1076,3.6743,2.537,0.3712,SH,,
3745,1,76.1451,1.2611,2.4651,0.3698,SH,,
3745.5,1,61.2247,0.7485,2.5915,0.44,UN,,
3746,1,49.2509,0.702,2.5711,0.2145,SS,,
3746.5,1,53.4269,1.5818,2.514,0.2411,SS,,
3747,1,38.7764,2.072,2.6059,0.1704,SS,,
3747.5,1,35.3618,3.0224,2.5729,0.2319,SS,,
3748,1,43.558,1.9463,2.5789,0.176,SS,,
3748.5,1,36.2521,1.9799,2.564,0.1914,SS,,
3749,1,32.4836,1.9071,2.576,0.1883,SS,,
3749.5,1,23.6963,2.0167,2.586,0.1546,CB,,
3750,1,27.4909,2.4537,2.6069,0.1389,CB,,
3750.5,1,52.4043,2.923,2.5701,0.236,SS,,
3751,1,45.302,2.0223,2.577,0.2081,SS,,
3751.5,1,60.4374,2.2337,2.5661,0.2077,SS,,
3752,1,59.3336,2.108,2.6049,0.2178,SS,,
3752.5,1,52.6581,2.4392,2.59,0.2227,SS,,
3753,1,53.2454,2.3949,2.593,0.2062,SS,,
3753.5,1,58.513,2.3261,2.602,0.1877,SS,,
3754,1,46.146,2.5793,2.5901,0.1902,SS,,
3754.5,1,43.4843,2.355,2.598,0.1766,SS,,
3755,1,48.6611,2.8277,2.602,0.1797,SS,,
3755.5,1,46.2803,2.6542,2.5701,0.1874,SS,,
3756,1,65.3183,2.6628,2.5441,0.2213,SS,,
3756.5,1,69.4989,2.4473,2.567,0.2326,UN,,
3757,1,69.3417,2.0691,2.5472,0.2524,UN,,
3757.5,1,65.3555,2.0335,2.607,0.1796,SS,,
3758,1,83.0542,2.5931,2.6479,0.2194,SH,,
3758.5,1,94.6041,2.3893,2.6529,0.2244,SH,,
3759,1,102.3493,2.2475,2.6929,0.1948,SH,,
3759.5,1,124.3129,2.1394,2.6168,0.2712,SH,,
3760,1,121.2847,1.5726,2.5701,0.2584,SH,,
3760.5,1,103.8736,1.6876,2.7865,0.2885,SH,,
3761,1,92.8416,1.7129,2.603,0.2987,SH,,
3761.5,1,94.052,1.7097,2.628,0.2908,SH,,
3762,1,92.9153,1.6692,2.6871,0.3061,SH,,
3762.5,1,89.8966,1.9708,2.639,0.2788,SH,,
3763,1,94.5567,1.5682,2.6311,0.3347,SH,,
3763.5,1,96.3077,1.4219,2.5731,0.2901,SH,,
3764,1,95.7158,1.455,2.609,0.2965,SH,,
3764.5,1,102.372,1.2801,2.6021,0.3305,SH,,
3765,1,94.3776,1.3648,2.571,0.2931,SH,,
3765.5,1,90.4026,1.2742,2.6551,0.2283,CB,,
3766,1,107.7978,2.1668,2.5959,0.2514,SH,,
3766.5,1,59.112,1.0841,2.654,0.2211,CB,,
3767,1,64.168,2.0562,2.688,0.1419,CB,,
3767.5,1,70.6806,2.7431,2.63,0.1874,CB,,
3768,1,71.8989,2.0148,2.602,0.1763,CB,,
3768.5,1,95.8156,2.3209,2.5821,0.2196,SS,,
3769,1,215.1043,1.8859,2.3565,0.2734,UN,,
3769.5,1,229.037,2.0034,2.263,0.5923,SH,,
3770,1,201.6456,3.9964,2.1831,0.4723,SH,,
3770.5,1,164.1915,3.2313,2.3659,0.4235,SH,,
3771,1,154.4012,2.9755,2.3871,0.3454,SH,,
3771.5,1,66.7298,4.2267,2.5289,0.2339,SS,,
3772,1,108.7807,12.0629,2.4643,0.1153,SS,,
3772.5,1,161.2726,13.7282,2.3119,0.2866,UN,,
3773,1,182.6441,1.3918,2.2341,0.5052,SH,,
3773.5,1,228.3231,3.0976,2.2979,0.4326,SH,,
3774,1,223.4467,3.0687,2.219,0.4252,SH,,
3774.5,1,219.8265,3.594,2.2759,0.4677,SH,,
3775,1,279.0987,1.2763,2.3389,0.508,SH,,
3775.5,1,369.2731,1.1134,2.4129,0.3818,SH,,
3776,1,1335.022,0.6838,2.8337,0.219,SH,,
3776.5,1,588.0335,0.4757,2.3532,0.5568,SH,,
3777,1,137.2334,2.6218,2.4129,0.4262,SH,,
3777.5,1,176.2356,3.5666,2.3902,0.2352,UN,,
3778,1,186.231,3.8588,2.318,0.4234,SH,,
3778.5,1,194.2617,4.1955,2.327,0.3722,SH,,
3779,1,201.8069,3.5196,2.32,0.3941,SH,,
3779.5,1,190.6566,5.3453,2.3031,0.4572,SH,,
3780,1,171.8623,4.5267,2.3069,0.4114,SH,,
3780.5,1,196.5089,12.2729,2.2291,0.5301,SH,,
3781,1,187.6588,9.2044,2.23,0.4222,SH,,
3781.5,1,181.844,7.0562,2.218,0.3965,SH,,
3782,1,180.1312,6.3856,2.235,0.536,SH,,
3782.5,1,161.3402,5.7466,2.332,0.4203,SH,,
3783,1,170.7687,3.6701,2.2941,0.4139,SH,,
3783.5,1,180.3655,6.3033,2.2739,0.4392,SH,,
3784,1,174.7763,6.4421,2.2761,0.3431,SH,,
3784.5,1,182.9312,4.8006,2.2421,0.4336,SH,,
3785,1,167.3183,6.8847,2.216,0.4105,SH,,
3785.5,1,161.4924,6.3598,2.2052,0.4137,SH,,
3786,1,148.649,7.1641,2.263,0.4513,SH,,
3786.5,1,165.0358,5.9977,2.2819,0.3748,SH,,
3787,1,167.8027,5.6065,2.243,0.3842,SH,,
3787.5,1,159.3603,6.0086,2.3049,0.3519,SH,,
3788,1,159.5259,4.2451,2.2771,0.4318,SH,,
3788.5,1,174.5941,5.4384,2.268,0.4145,SH,,
3789,1,150.2322,5.1567,2.3,0.3593,SH,,
3789.5,1,162.6048,5.3964,2.271,0.3814,SH,,
3790,1,150.7072,6.2189,2.2371,0.4361,SH,,
3790.5,1,161.6165,5.6578,2.273,0.3944,SH,,
3791,1,167.2784,6.0338,2.318,0.3795,SH,,
3791.5,1,149.3099,7.1825,2.28,0.392,SH,,
3792,1,144.9751,4.7684,2.273,0.3798,SH,,
3792.5,1,144.9232,4.2828,2.3252,0.3408,SH,,
3793,1,140.9715,4.9251,2.361,0.3454,SH,,
3793.5,1,133.3352,6.4552,2.341,0.3673,SH,,
3794,1,137.9972,5.2504,2.35,0.3971,SH,,
3794.5,1,143.0489,4.3024,2.35,0.337,SH,,
3795,1,148.4264,3.7524,2.364,0.4083,SH,,
3795.5,1,153.5456,3.4078,2.377,0.372,SH,,
3796,1,153.6148,4.302,2.353,0.4179,SH,,
3796.5,1,146.9421,3.5269,2.353,0.3645,SH,,
3797,1,146.9751,5.5017,2.3101,0.3741,SH,,
3797.5,1,142.6126,5.6458,2.327,0.4293,SH,,
3798,1,144.5165,4.4519,2.3538,0.3668,SH,,
3798.5,1,140.2296,5.4147,2.3181,0.3774,SH,,
3799,1,139.306,5.8556,2.35,0.3523,SH,,
3799.5,1,136.901,3.8606,2.387,0.3506,SH,,
3800,1,128.9474,4.2309,2.337,0.38,SH,,
3800.5,1,144.5273,5.4505,2.2951,0.4121,SH,,
3801,1,148.7237,9.2487,2.283,0.3814,SH,,
3801.5,1,143.422,5.8154,2.258,0.3802,SH,,
3802,1,135.678,4.1268,2.334,0.3765,SH,,
3802.5,1,149.4132,4.7879,2.303,0.43,SH,,
3803,1,153.0376,4.7071,2.341,0.3737,SH,,
3803.5,1,150.2858,3.8319,2.382,0.35,SH,,
3804,1,137.956,3.6955,2.398,0.3156,SH,,
3804.5,1,131.3387,3.3269,2.367,0.3706,SH,,
3805,1,140.7959,3.5853,2.406,0.3742,SH,,
3805.5,1,138.1887,3.179,2.41,0.3265,SH,,
3806,1,134.7453,3.0135,2.417,0.3334,SH,,
3806.5,1,131.8204,2.691,2.408,0.334,SH,,
3807,1,125.7845,4.5722,2.366,0.3421,SH,,
3807.5,1,120.4138,5.9798,2.395,0.3511,SH,,
3808,1,130.9361,3.9554,2.343,0.3608,SH,,
3808.5,1,126.2899,3.3907,2.3819,0.3841,SH,,
3809,1,125.2765,3.1563,2.3871,0.3131,SH,,
3809.5,1,126.6013,3.0958,2.388,0.3267,SH,,
3810,1,132.7443,3.3389,2.386,0.3479,SH,,
3810.5,1,136.5233,4.7165,2.3411,0.3852,SH,,
3811,1,133.9046,6.4156,2.3,0.3842,SH,,
3811.5,1,143.0407,7.119,2.3349,0.4233,SH,,
3812,1,146.335,4.473,2.3789,0.4158,SH,,
3812.5,1,158.0598,2.7046,2.4049,0.3664,SH,,
3813,1,155.5898,4.1549,2.431,0.3777,SH,,
3813.5,1,149.5789,4.6783,2.412,0.3307,SH,,
3814,1,156.784,5.1755,2.421,0.31,SH,,
3814.5,1,143.3057,5.2655,2.415,0.3342,SH,,
3815,1,154.0388,5.1419,2.414,0.321,SH,,
3815.5,1,149.5507,3.8836,2.379,0.3385,SH,,
3816,1,133.1089,4.6721,2.39,0.3254,SH,,
3816.5,1,136.1813,5.056,2.416,0.3419,SH,,
3817,1,139.179,4.6931,2.4669,0.2895,SH,,
3817.5,1,145.6537,5.2882,2.443,0.3602,SH,,
3818,1,143.9912,2.7835,2.392,0.324,SH,,
3818.5,1,146.001,5.1867,2.423,0.3032,SH,,
3819,1,140.7683,3.5349,2.426,0.2906,SH,,
3819.5,1,130.6817,2.5574,2.42,0.3341,SH,,
3820,1,131.7288,3.0107,2.422,0.3257,SH,,
3820.5,1,128.8941,2.6553,2.455,0.3279,SH,,
3821,1,136.9503,2.4929,2.4521,0.3258,SH,,
3821.5,1,142.703,3.3853,2.4059,0.3067,SH,,
3822,1,157.4749,2.9652,2.41,0.3393,SH,,
3822.5,1,154.8366,2.277,2.3451,0.3593,SH,,
3823,1,161.1378,2.7732,2.439,0.325,SH,,
3823.5,1,110.0552,2.9875,2.481,0.2896,SH,,
3824,1,121.6901,3.5906,2.445,0.3196,SH,,
3824.5,1,119.4663,2.5891,2.4132,0.3131,SH,,
3825,1,128.3136,2.1351,2.4109,0.3396,SH,,
3825.5,1,127.7999,2.7456,2.442,0.3055,SH,,
3826,1,122.6464,1.9647,2.454,0.321,SH,,
3826.5,1,122.1143,2.3524,2.4351,0.3266,SH,,
3827,1,122.4984,1.7591,2.453,0.3355,SH,,
3827.5,1,120.5621,2.2144,2.442,0.314,SH,,
3828,1,126.7168,3.053,2.4519,0.3249,SH,,
3828.5,1,112.7385,1.7734,2.411,0.3244,SH,,
3829,1,124.1529,3.8734,2.4229,0.345,SH,,
3829.5,1,121.2968,3.2606,2.431,0.3446,SH,,
3830,1,120.9137,3.6315,2.477,0.329,SH,,
3830.5,1,136.583,3.2061,2.4261,0.3343,SH,,
3831,1,132.8716,2.0879,2.4301,0.3435,SH,,
3831.5,1,134.9352,2.4423,2.429,0.3133,SH,,
3832,1,138.8597,1.7129,2.4271,0.328,SH,,
3832.5,1,111.5214,1.8859,2.4351,0.3127,SH,,
3833,1,123.1846,2.0875,2.4411,0.3098,SH,,
3833.5,1,123.9419,1.9548,2.431,0.3427,SH,,
3834,1,127.7427,1.8875,2.444,0.3308,SH,,
3834.5,1,126.2511,1.8444,2.422,0.3202,SH,,
3835,1,118.8529,2.3891,2.3613,0.3828,SH,,
3835.5,1,111.4693,2.3527,2.3662,0.3365,SH,,
3836,1,116.6975,3.2587,2.4293,0.3267,SH,,
3836.5,1,115.5245,2.2818,2.429,0.3115,SH,,
3837,1,109.1853,4.0072,2.4551,0.3105,SH,,
3837.5,1,132.8571,3.9759,2.409,0.3081,SH,,
3838,1,137.1706,1.9582,2.406,0.3439,SH,,
3838.5,1,120.4158,1.7901,2.379,0.3371,SH,,
3839,1,131.5147,3.0115,2.395,0.3322,SH,,
3839.5,1,123.0664,1.6555,2.437,0.338,SH,,
3840,1,127.8729,2.706,2.454,0.3161,SH,,
3840.5,1,125.0711,1.6604,2.4759,0.3003,SH,,
3841,1,126.5963,2.0719,2.427,0.3071,SH,,
3841.5,1,125.8105,2.1899,2.5528,0.3095,SH,,
3842,1,67.8833,1.6772,2.6517,0.2586,CB,,
3842.5,1,54.8834,2.1017,2.5822,0.135,CB,,
3843,1,106.3139,3.3502,2.5159,0.2671,SH,,
3843.5,1,123.5986,1.5068,2.4859,0.3138,SH,,
3844,1,121.7811,1.7535,2.4231,0.3052,SH,,
3844.5,1,124.3102,1.7808,2.4131,0.3271,SH,,
3845,1,140.8078,1.8733,2.398,0.3224,SH,,
3845.5,1,144.4906,2.0529,2.409,0.3545,SH,,
3846,1,151.2356,1.9885,2.4609,0.3238,SH,,
3846.5,1,122.583,1.9074,2.46,0.3604,SH,,
3847,1,65.3577,15.1263,2.7275,0.277,CB,,
3847.5,1,103.1029,7.191,2.657,0.1748,SH,,
3848,1,150.2394,5.6222,2.4861,0.2868,SH,,
3848.5,1,142.9678,1.661,2.4231,0.3445,SH,,
3849,1,135.1995,1.5821,2.44,0.3331,SH,,
3849.5,1,91.2757,5.2603,2.4301,0.2366,SH,,
3850,1,136.353,1.9637,2.4373,0.2889,SH,,
3850.5,1,137.4146,1.9874,2.4269,0.348,SH,,
3851,1,129.0287,1.7092,2.4141,0.3211,SH,,
3851.5,1,126.3558,1.6477,2.406,0.3158,SH,,
3852,1,119.3945,1.6078,2.468,0.3197,SH,,
3852.5,1,117.8729,1.387,2.496,0.3197,SH,,
3853,1,119.5229,1.475,2.47,0.2925,SH,,
3853.5,1,122.1031,1.7505,2.486,0.2875,SH,,
3854,1,118.3926,1.5035,2.4561,0.3187,SH,,
3854.5,1,112.9944,1.5259,2.4281,0.3335,SH,,
3855,1,121.9538,1.9116,2.4621,0.2942,SH,,
3855.5,1,121.005,1.8121,2.4919,0.3062,SH,,
3856,1,122.3462,1.7861,2.462,0.3316,SH,,
3856.5,1,125.1702,1.565,2.492,0.3023,SH,,
3857,1,117.2818,1.561,2.492,0.3151,SH,,
3857.5,1,124.3094,1.4361,2.4601,0.3195,SH,,
3858,1,126.0952,1.8351,2.4729,0.2896,SH,,
3858.5,1,126.3356,1.5979,2.457,0.2989,SH,,
3859,1,130.6502,1.5762,2.4681,0.3389,SH,,
3859.5,1,124.451,1.5007,2.4331,0.3272,SH,,
3860,1,129.3534,1.552,2.5108,0.304,SH,,
3860.5,1,132.8703,1.572,2.436,0.3041,SH,,
3861,1,136.325,1.5513,2.4789,0.3175,SH,,
3861.5,1,133.4487,1.651,2.4101,0.3547,SH,,
3862,1,133.0294,1.5481,2.461,0.3518,SH,,
3862.5,1,125.3988,1.547,2.478,0.307,SH,,
3863,1,124.8757,1.572,2.472,0.2786,SH,,
3863.5,1,118.1298,1.485,2.502,0.2942,SH,,
3864,1,123.5874,1.444,2.478,0.2968,SH,,
3864.5,1,102.1814,1.3463,2.4901,0.3426,SH,,
3865,1,120.9305,3.2004,2.47,0.3055,SH,,
3865.5,1,122.0454,1.3979,2.4603,0.236,SH,,
3866,1,84.2221,1.6074,2.4794,0.2095,SH,,
3866.5,1,125.1146,3.5584,2.482,0.332,SH,,
3867,1,124.6675,1.3329,2.4571,0.3048,SH,,
3867.5,1,130.306,1.3481,2.452,0.2881,SH,,
3868,1,129.0883,1.4946,2.477,0.3438,SH,,
3868.5,1,140.2417,1.7959,2.43,0.325,SH,,
3869,1,121.5494,1.4557,2.4181,0.3161,SH,,
3869.5,1,127.0525,1.5405,2.4159,0.3501,SH,,
3870,1,128.6575,1.1921,2.452,0.3068,SH,,
3870.5,1,111.734,1.223,2.4511,0.3007,SH,,
3871,1,113.6266,1.196,2.451,0.3213,SH,,
3871.5,1,123.2575,1.2317,2.462,0.3197,SH,,
3872,1,134.3399,1.3291,2.4411,0.3526,SH,,
3872.5,1,128.1006,1.3271,2.458,0.3297,SH,,
3873,1,122.51,1.4059,2.425,0.3353,SH,,
3873.5,1,126.562,1.507,2.456,0.338,SH,,
3874,1,132.2198,1.257,2.449,0.3491,SH,,
3874.5,1,129.5338,1.3819,2.4799,0.3399,SH,,
3875,1,127.8795,1.4942,2.4091,0.3319,SH,,
